daytime,ExitSpeed,VExitAngle,HExitAngle,Carry,Bearing,HangTime,rho,hand,outcome,slg,LW,
263.80275,99.0,2.4,9.1,66.9,7.6,0.494,5.330E-03,Right,Groundout,0,-0.289,
263.80809,66.8,-15.9,44.0,11.3,34.1,0.107,5.330E-03,Left,Groundout,0,-0.289,
263.81174,64.8,-1.5,18.9,34.0,17.6,0.381,5.330E-03,Right,Groundout,0,-0.289,
263.82634,55.3,15.0,10.9,100.1,12.2,1.420,5.330E-03,Left,Groundout,0,-0.289,
263.82921,82.4,-4.0,-10.4,6.7,-17.4,0.056,5.330E-03,Right,Groundout,0,-0.289,
263.83156,40.8,17.5,19.3,61.5,21.2,1.084,5.330E-03,Right,Groundout,0,-0.289,
263.84263,84.3,-0.2,-62.4,25.4,-64.2,0.196,5.330E-03,Right,Groundout,0,-0.289,
263.84523,77.0,-0.7,-35.1,23.2,-35.9,0.210,5.330E-03,Right,Groundout,0,-0.289,
263.84882,56.3,-24.4,2.0,5.9,6.3,0.084,5.330E-03,Right,Groundout,0,-0.289,
263.85096,92.7,1.3,22.4,60.5,21.1,0.466,5.330E-03,Left,Groundout,0,-0.289,
263.89294,85.6,37.4,-39.3,302.6,-56.1,4.991,5.330E-03,Left,Groundout,0,-0.289,
275.81227,50.7,15.9,-11.5,110.4,-18.4,1.777,5.381E-03,Left,Groundout,0,-0.289,
275.84133,100.9,-12.8,15.6,9.3,8.8,0.053,5.381E-03,Right,Groundout,0,-0.289,
275.84475,90.2,-0.9,17.3,37.9,14.9,0.291,5.381E-03,Left,Groundout,0,-0.289,
275.85309,86.9,-3.5,6.3,25.6,2.6,0.207,5.381E-03,Right,Groundout,0,-0.289,
275.85670,69.5,8.5,-33.7,87.6,-36.7,0.939,5.381E-03,Right,Groundout,0,-0.289,
277.61218,45.0,21.2,24.3,94.2,25.9,1.630,5.381E-03,Left,Groundout,0,-0.289,
277.61338,76.4,-16.9,-14.2,9.8,-13.9,0.089,5.381E-03,Right,Groundout,0,-0.289,
277.61769,88.8,-5.7,31.5,15.5,29.2,0.114,5.381E-03,Left,Groundout,0,-0.289,
277.62323,85.0,-2.4,-10.2,50.8,-12.4,0.416,5.381E-03,Right,Groundout,0,-0.289,
277.62574,90.3,-1.6,-30.5,51.2,-31.8,0.383,5.381E-03,Right,Groundout,0,-0.289,
277.67728,92.8,-19.7,-23.2,7.8,-31.1,0.072,5.381E-03,Right,Groundout,0,-0.289,
168.85657,81.9,15.9,22.2,245.9,32.7,2.940,5.126E-03,Right,Line Out,0,-0.289,
177.85063,100.4,16.2,1.1,344.5,-7.0,3.554,5.088E-03,Left,Line Out,0,-0.289,
177.88311,91.3,5.1,31.6,117.0,35.8,0.986,5.088E-03,Right,Line Out,0,-0.289,
177.89907,90.0,16.1,12.5,306.2,21.7,3.421,5.088E-03,Right,Line Out,0,-0.289,
178.59488,88.8,17.2,-11.5,274.5,-23.6,3.054,5.088E-03,Left,Line Out,0,-0.289,
178.61646,104.4,14.3,-25.2,314.7,-34.8,2.816,5.088E-03,Right,Line Out,0,-0.289,
179.58267,97.7,22.6,-17.6,356.0,-27.2,3.997,5.163E-03,Right,Line Out,0,-0.289,
179.59098,95.9,22.3,-2.7,347.3,-13.8,4.117,5.163E-03,Left,Line Out,0,-0.289,
179.63985,101.1,15.6,-22.6,315.0,-37.9,3.256,5.163E-03,Left,Line Out,0,-0.289,
180.83872,88.6,22.8,11.6,308.1,19.8,3.731,5.144E-03,Right,Line Out,0,-0.289,
180.83909,99.5,5.2,-30.9,140.0,-36.4,1.066,5.144E-03,Right,Line Out,0,-0.289,
180.84507,91.8,21.8,9.1,319.2,17.7,3.760,5.144E-03,Right,Line Out,0,-0.289,
181.90882,100.4,14.8,17.8,270.5,27.5,2.577,5.182E-03,Right,Line Out,0,-0.289,
182.80394,85.3,7.8,13.5,130.4,14.1,1.164,5.221E-03,Left,Line Out,0,-0.289,
182.82459,23.2,-8.6,4.0,11.1,4.2,0.229,5.221E-03,Left,Line Out,0,-0.289,
182.82520,102.3,15.5,16.5,302.3,21.5,2.749,5.221E-03,Left,Line Out,0,-0.289,
182.82964,94.8,15.5,-1.7,282.7,-10.7,2.924,5.221E-03,Left,Line Out,0,-0.289,
182.85230,76.7,21.5,-16.8,227.6,-30.2,2.972,5.221E-03,Left,Line Out,0,-0.289,
182.86064,91.7,18.3,13.7,299.7,21.8,3.290,5.221E-03,Right,Line Out,0,-0.289,
182.91404,68.1,13.5,48.1,159.4,51.9,1.787,5.221E-03,Left,Line Out,0,-0.289,
182.91623,103.1,6.4,-7.5,176.9,-12.1,1.355,5.221E-03,Left,Line Out,0,-0.289,
183.82385,93.0,16.6,-16.8,311.8,-21.2,3.204,5.182E-03,Right,Line Out,0,-0.289,
183.82800,100.7,7.4,-7.1,160.4,-11.8,1.255,5.182E-03,Left,Line Out,0,-0.289,
198.83586,103.8,14.4,-10.2,299.1,-21.2,2.802,5.240E-03,Left,Line Out,0,-0.289,
199.79670,68.1,10.5,12.3,128.7,13.1,1.510,5.290E-03,Right,Line Out,0,-0.289,
199.82270,47.7,28.1,16.9,123.8,21.7,2.296,5.290E-03,Right,Line Out,0,-0.289,
199.83142,87.0,21.1,51.4,243.2,62.9,2.758,5.290E-03,Right,Line Out,0,-0.289,
199.83200,90.9,11.0,7.8,170.5,8.8,1.515,5.290E-03,Right,Line Out,0,-0.289,
199.83926,64.5,6.2,-50.3,52.4,-55.3,0.588,5.290E-03,Left,Line Out,0,-0.289,
199.83965,92.6,12.3,1.9,268.6,-2.1,2.656,5.290E-03,Left,Line Out,0,-0.289,
199.84311,98.7,18.0,-13.0,311.7,-26.2,3.365,5.290E-03,Left,Line Out,0,-0.289,
208.79990,75.2,30.1,28.3,264.1,41.5,3.903,5.144E-03,Right,Line Out,0,-0.289,
209.86157,99.5,13.2,23.1,268.8,25.7,2.457,5.280E-03,Left,Line Out,0,-0.289,
209.87898,92.3,14.2,-22.8,284.2,-30.9,2.795,5.280E-03,Right,Line Out,0,-0.289,
209.87999,97.3,9.1,-28.9,160.8,-34.2,1.285,5.280E-03,Right,Line Out,0,-0.289,
209.95822,78.6,14.2,-2.0,168.7,-8.2,1.814,5.280E-03,Left,Line Out,0,-0.289,
210.81120,81.9,25.5,-21.2,284.8,-28.3,3.511,5.221E-03,Right,Line Out,0,-0.289,
210.81382,103.9,14.1,2.5,366.1,6.2,3.821,5.221E-03,Right,Line Out,0,-0.289,
210.81903,104.6,5.2,-31.9,107.3,-37.5,0.764,5.221E-03,Right,Line Out,0,-0.289,
210.83640,92.2,18.7,8.1,326.0,8.6,3.561,5.221E-03,Left,Line Out,0,-0.289,
210.91303,94.0,-12.7,51.5,16.1,48.2,0.111,5.221E-03,Left,Line Out,0,-0.289,
210.91378,74.8,19.5,-2.2,244.3,-9.7,3.188,5.221E-03,Left,Line Out,0,-0.289,
210.93106,73.1,10.4,-6.4,141.4,-6.8,1.539,5.221E-03,Right,Line Out,0,-0.289,
210.93907,64.1,16.6,-29.4,120.8,-34.1,1.491,5.221E-03,Right,Line Out,0,-0.289,
210.94806,74.8,30.0,24.9,233.7,37.6,3.511,5.221E-03,Right,Line Out,0,-0.289,
211.83771,97.0,11.3,1.3,296.5,-4.3,2.833,5.221E-03,Left,Line Out,0,-0.289,
211.87506,91.9,19.7,0.8,329.8,3.6,3.676,5.221E-03,Right,Line Out,0,-0.289,
211.94145,102.8,14.9,-15.3,306.5,-21.1,2.808,5.221E-03,Right,Line Out,0,-0.289,
212.89762,106.3,12.7,-23.8,286.8,-32.2,2.477,5.221E-03,Right,Line Out,0,-0.289,
214.62175,91.0,8.8,-3.7,166.1,-9.8,1.460,5.211E-03,Left,Line Out,0,-0.289,
222.83265,86.5,21.1,-11.3,321.2,-9.8,3.845,5.202E-03,Right,Lineout,0,-0.289,
222.85277,91.0,13.0,-1.6,285.0,-1.5,2.826,5.202E-03,Right,Lineout,0,-0.289,
222.90157,98.8,17.5,-17.6,346.0,-24.4,3.582,5.202E-03,Right,Lineout,0,-0.289,
223.88159,103.5,19.3,-3.5,374.8,-7.2,3.982,5.182E-03,Right,Lineout,0,-0.289,
223.90922,97.1,20.9,11.9,337.2,9.7,3.568,5.182E-03,Left,Lineout,0,-0.289,
224.84440,101.1,1.7,39.8,88.3,40.8,0.637,5.182E-03,Left,Lineout,0,-0.289,
224.85163,97.0,13.4,-16.3,285.9,-18.7,2.865,5.182E-03,Right,Lineout,0,-0.289,
226.84154,57.7,-12.4,-41.4,9.9,-41.7,0.105,5.173E-03,Right,Lineout,0,-0.289,
226.84196,90.2,18.7,17.1,278.2,27.6,3.079,5.173E-03,Right,Lineout,0,-0.289,
237.85234,97.0,12.2,-24.6,309.5,-31.8,3.154,5.231E-03,Right,Lineout,0,-0.289,
238.80413,66.5,17.0,3.0,150.0,8.1,1.847,5.192E-03,Right,Lineout,0,-0.289,
238.86346,51.4,14.6,19.4,169.1,17.3,2.602,5.192E-03,Left,Lineout,0,-0.289,
244.80387,91.0,19.0,-21.7,296.1,-37.2,3.506,5.320E-03,Left,Lineout,0,-0.289,
244.84714,100.1,4.5,33.3,131.2,34.8,1.001,5.320E-03,Left,Lineout,0,-0.289,
245.81721,77.7,24.3,-3.8,270.9,-1.5,3.734,5.290E-03,Right,Lineout,0,-0.289,
254.82741,92.3,20.5,15.1,317.0,25.6,3.695,5.240E-03,Right,Lineout,0,-0.289,
254.85581,89.7,20.5,16.5,313.8,28.2,3.820,5.240E-03,Right,Lineout,0,-0.289,
255.63315,95.6,15.4,6.3,298.2,12.9,3.023,5.192E-03,Right,Lineout,0,-0.289,
255.65044,78.8,21.2,13.7,268.5,19.9,3.312,5.192E-03,Right,Lineout,0,-0.289,
255.66250,101.2,14.0,25.0,275.9,30.6,2.452,5.192E-03,Left,Lineout,0,-0.289,
255.66589,96.8,20.3,-0.7,336.8,5.8,3.574,5.192E-03,Right,Lineout,0,-0.289,
255.72568,99.7,16.2,39.8,295.3,52.6,2.880,5.192E-03,Right,Lineout,0,-0.289,
255.72686,89.4,4.1,-12.8,161.8,-15.8,1.408,5.192E-03,Right,Lineout,0,-0.289,
256.56314,95.6,8.4,9.6,156.3,12.6,1.276,5.211E-03,Right,Lineout,0,-0.289,
256.56500,102.6,17.2,8.5,328.7,20.2,3.386,5.211E-03,Right,Lineout,0,-0.289,
256.59405,92.9,9.0,34.7,169.6,36.9,1.420,5.211E-03,Left,Lineout,0,-0.289,
256.64157,62.0,17.6,29.6,112.0,32.4,1.432,5.211E-03,Left,Lineout,0,-0.289,
257.87260,100.5,15.3,-23.1,308.4,-33.4,2.982,5.260E-03,Right,Lineout,0,-0.289,
257.88159,103.6,14.5,1.8,335.7,-3.2,3.176,5.260E-03,Left,Lineout,0,-0.289,
261.81223,78.6,25.2,-49.0,258.5,-62.6,3.200,5.290E-03,Right,Lineout,0,-0.289,
261.81270,99.4,15.0,-37.5,264.8,-50.2,2.373,5.290E-03,Right,Lineout,0,-0.289,
261.82778,107.0,18.5,-39.3,327.2,-53.2,2.893,5.290E-03,Right,Lineout,0,-0.289,
261.84988,87.0,21.1,-17.3,310.0,-22.8,3.595,5.290E-03,Right,Lineout,0,-0.289,
261.88240,96.5,17.1,-2.1,355.4,-0.8,3.916,5.290E-03,Right,Lineout,0,-0.289,
262.71188,102.9,14.7,20.5,293.5,24.4,2.695,5.182E-03,Left,Lineout,0,-0.289,
262.72147,107.0,10.6,-17.6,307.3,-26.5,2.735,5.182E-03,Right,Lineout,0,-0.289,
263.79851,96.6,17.4,18.3,301.6,23.2,3.022,5.330E-03,Left,Lineout,0,-0.289,
263.83387,99.0,16.3,20.7,283.9,22.8,2.591,5.330E-03,Left,Lineout,0,-0.289,
263.84128,62.8,22.7,9.0,167.6,13.5,2.445,5.330E-03,Right,Lineout,0,-0.289,
275.80272,69.7,2.3,54.3,33.3,52.7,0.325,5.381E-03,Left,Lineout,0,-0.289,
275.81735,90.8,5.4,43.4,133.5,49.7,1.174,5.381E-03,Right,Lineout,0,-0.289,
275.81767,89.1,18.4,-1.5,321.7,3.4,3.617,5.381E-03,Right,Lineout,0,-0.289,
275.82898,91.3,16.1,22.7,270.9,33.6,2.934,5.381E-03,Right,Lineout,0,-0.289,
275.83602,106.2,12.3,12.5,302.5,21.5,2.777,5.381E-03,Right,Lineout,0,-0.289,
275.85236,53.3,21.3,29.8,151.0,30.9,2.394,5.381E-03,Left,Lineout,0,-0.289,
277.62931,100.3,14.4,8.6,294.8,2.6,2.614,5.381E-03,Left,Lineout,0,-0.289,
180.87903,99.0,-45.9,72.5,8.5,43.7,0.068,5.144E-03,Left,Pop Out,0,-0.289,
183.79764,93.2,31.3,29.8,350.3,47.3,4.872,5.182E-03,Right,Pop Out,0,-0.289,
200.58032,64.0,42.3,-15.1,184.4,-29.7,4.025,5.260E-03,Left,Pop Out,0,-0.289,
200.62829,83.4,12.4,40.9,200.6,47.6,1.984,5.260E-03,Left,Pop Out,0,-0.289,
200.62860,80.0,50.1,-11.6,200.0,-32.7,4.482,5.260E-03,Left,Pop Out,0,-0.289,
200.63420,86.6,18.9,-47.2,251.3,-62.6,2.896,5.260E-03,Left,Pop Out,0,-0.289,
208.81564,60.6,37.6,-18.0,168.3,-30.5,3.294,5.144E-03,Left,Pop Out,0,-0.289,
208.83175,100.6,22.2,-44.5,322.5,-58.1,3.044,5.144E-03,Right,Pop Out,0,-0.289,
209.88354,82.4,37.3,-33.0,277.8,-51.0,4.542,5.280E-03,Left,Pop Out,0,-0.289,
210.98513,68.9,42.5,-5.9,225.9,-8.2,4.708,5.221E-03,Right,Pop Out,0,-0.289,
214.58486,91.4,8.3,74.0,91.9,76.1,0.726,5.211E-03,Left,Pop Out,0,-0.289,
223.86126,65.3,45.3,17.3,204.6,15.8,4.720,5.182E-03,Left,Pop Out,0,-0.289,
237.80708,78.0,-14.4,50.9,7.6,49.3,0.056,5.231E-03,Left,Pop Out,0,-0.289,
237.81561,68.2,51.9,8.3,180.9,16.7,4.610,5.231E-03,Right,Pop Out,0,-0.289,
238.84848,63.4,49.3,-7.8,184.8,-17.7,4.592,5.192E-03,Left,Pop Out,0,-0.289,
246.55304,86.2,-15.9,49.9,12.1,44.0,0.090,5.202E-03,Left,Pop Out,0,-0.289,
256.56698,77.8,4.9,46.4,66.8,49.8,0.635,5.211E-03,Right,Pop Out,0,-0.289,
257.94471,63.3,48.0,-20.8,181.5,-38.0,4.249,5.260E-03,Left,Pop Out,0,-0.289,
259.62434,66.2,47.6,-6.4,184.4,-14.2,4.515,5.173E-03,Left,Pop Out,0,-0.289,
262.70265,52.7,-19.2,-52.5,9.3,-51.5,0.109,5.182E-03,Right,Pop Out,0,-0.289,
262.70307,59.4,31.6,-5.9,194.5,-5.1,3.629,5.182E-03,Right,Pop Out,0,-0.289,
275.87351,78.3,20.7,-63.7,262.1,-79.1,3.239,5.381E-03,Left,Pop Out,0,-0.289,
277.56990,55.8,25.5,-43.4,99.0,-48.1,1.517,5.381E-03,Left,Pop Out,0,-0.289,
277.66262,76.6,42.3,-1.5,232.5,-22.0,5.197,5.381E-03,Left,Pop Out,0,-0.289,
277.69911,55.2,32.1,30.2,181.9,30.9,3.556,5.381E-03,Left,Pop Out,0,-0.289,
227.87380,81.1,27.8,-45.0,273.9,-62.1,3.737,5.116E-03,Left,Runner Out,0,-0.289,
179.60366,28.6,-19.9,19.2,8.0,21.5,0.184,5.163E-03,Right,Sac Bunt,0,-0.289,
210.87738,36.1,-11.0,-3.2,3.4,-29.0,0.082,5.221E-03,Right,Sac Bunt,0,-0.289,
211.90459,41.6,-56.6,33.2,1.8,31.2,0.060,5.221E-03,Left,Sac Bunt,0,-0.289,
228.58786,30.7,-22.6,-27.3,4.8,-16.3,0.080,5.135E-03,Right,Sac Bunt,0,-0.289,
258.85038,36.2,-38.1,42.7,3.3,18.2,0.060,5.250E-03,Right,Sac Bunt,0,-0.289,
168.90796,81.4,27.1,5.9,291.4,14.0,4.097,5.126E-03,Right,Sac Fly,0,-0.289,
180.86462,85.1,29.7,33.2,325.0,40.5,4.319,5.144E-03,Left,Sac Fly,0,-0.289,
181.84700,78.9,26.1,-10.3,298.0,-9.7,4.015,5.182E-03,Right,Sac Fly,0,-0.289,
182.88366,94.7,32.0,-7.5,377.5,-2.4,4.742,5.221E-03,Right,Sac Fly,0,-0.289,
208.78845,91.0,35.0,22.4,350.2,24.3,5.351,5.144E-03,Left,Sac Fly,0,-0.289,
222.80500,90.1,39.5,-11.7,342.7,-12.9,5.728,5.202E-03,Right,Sac Fly,0,-0.289,
228.64215,91.7,23.5,-4.2,365.6,-3.9,4.653,5.135E-03,Right,Sac Fly,0,-0.289,
246.58851,86.7,19.6,-14.7,288.7,-22.0,3.253,5.202E-03,Right,Sac Fly,0,-0.289,
255.69213,90.0,37.9,-23.4,306.5,-43.2,5.000,5.192E-03,Right,Sac Fly,0,-0.289,
258.86010,76.2,29.0,-30.1,277.6,-39.1,4.326,5.250E-03,Right,Sac Fly,0,-0.289,
259.57382,94.1,29.4,-16.7,330.4,-27.1,5.234,5.173E-03,Right,Sac Fly,0,-0.289,
262.72663,89.2,-31.2,-66.6,9.8,-50.8,0.070,5.182E-03,Left,Sac Fly,0,-0.289,
262.72705,89.7,33.5,22.7,312.7,39.0,4.927,5.182E-03,Left,Sac Fly,0,-0.289,
168.86168,91.5,11.5,-10.1,212.3,-19.2,2.006,5.126E-03,Left,Single,1,0.489,
168.87669,88.8,0.4,1.3,45.1,-0.8,0.347,5.126E-03,Right,Single,1,0.489,
168.88719,90.8,13.9,-7.9,207.8,-14.9,1.984,5.126E-03,Left,Single,1,0.489,
168.89617,77.7,16.3,19.6,232.8,20.1,2.624,5.126E-03,Left,Single,1,0.489,
168.90875,77.6,13.7,-35.6,167.2,-38.8,1.700,5.126E-03,Right,Single,1,0.489,
177.82020,70.4,2.9,1.7,72.5,-0.3,0.751,5.088E-03,Left,Single,1,0.489,
177.83144,98.7,8.1,21.5,142.1,22.9,1.118,5.088E-03,Left,Single,1,0.489,
177.83390,96.9,-11.1,-18.5,15.9,-26.6,0.109,5.088E-03,Right,Single,1,0.489,
177.85256,79.3,16.2,-15.7,204.6,-25.1,2.322,5.088E-03,Left,Single,1,0.489,
177.85781,55.9,-26.9,47.1,3.2,51.0,0.065,5.088E-03,Right,Single,1,0.489,
177.85844,102.3,8.4,9.6,192.0,13.9,1.551,5.088E-03,Right,Single,1,0.489,
177.85998,94.0,11.3,-3.9,256.7,-3.5,2.383,5.088E-03,Right,Single,1,0.489,
177.88875,67.5,-15.4,0.4,12.9,-5.9,0.107,5.088E-03,Left,Single,1,0.489,
177.88959,101.9,4.3,-17.5,137.5,-22.9,1.045,5.088E-03,Left,Single,1,0.489,
178.53134,87.2,16.3,-63.0,255.1,-75.0,2.474,5.088E-03,Left,Single,1,0.489,
178.53257,95.7,14.9,28.4,232.8,33.9,2.131,5.088E-03,Left,Single,1,0.489,
178.53840,74.4,29.4,-16.0,277.0,-16.1,4.091,5.088E-03,Right,Single,1,0.489,
178.55500,96.1,-1.3,-3.6,50.3,-6.8,0.372,5.088E-03,Left,Single,1,0.489,
178.55817,67.4,25.1,-7.2,226.5,-16.2,3.391,5.088E-03,Left,Single,1,0.489,
178.55861,81.6,-39.2,-16.4,6.2,-19.4,0.067,5.088E-03,Right,Single,1,0.489,
178.56547,99.4,9.9,-3.4,195.0,-3.7,1.633,5.088E-03,Right,Single,1,0.489,
178.56796,106.0,5.1,3.0,156.2,5.4,1.165,5.088E-03,Right,Single,1,0.489,
178.59876,61.1,20.6,7.1,111.5,6.3,1.526,5.088E-03,Left,Single,1,0.489,
179.55869,98.1,15.3,15.8,258.0,21.8,2.379,5.163E-03,Left,Single,1,0.489,
179.56840,106.2,-1.3,-2.3,30.9,-3.3,0.210,5.163E-03,Right,Single,1,0.489,
179.58067,80.5,11.2,1.4,196.5,-1.6,2.050,5.163E-03,Left,Single,1,0.489,
179.60189,89.3,3.2,0.9,97.3,1.6,0.806,5.163E-03,Right,Single,1,0.489,
179.60903,100.8,1.0,-16.6,43.6,-19.0,0.303,5.163E-03,Left,Single,1,0.489,
179.61767,82.7,32.5,-53.8,308.6,-74.8,3.943,5.163E-03,Left,Single,1,0.489,
179.61786,100.1,1.4,-0.9,91.2,-2.9,0.665,5.163E-03,Left,Single,1,0.489,
179.62042,89.7,3.0,-2.6,99.3,-7.2,0.825,5.163E-03,Left,Single,1,0.489,
179.62914,92.1,9.6,-21.9,140.8,-25.7,1.203,5.163E-03,Right,Single,1,0.489,
179.65584,92.2,11.5,-24.6,199.5,-32.1,1.869,5.163E-03,Right,Single,1,0.489,
179.66061,89.9,14.5,10.9,238.9,17.7,2.380,5.163E-03,Right,Single,1,0.489,
179.66627,67.9,22.5,17.6,182.7,26.1,2.455,5.163E-03,Right,Single,1,0.489,
179.66858,89.9,-19.0,6.4,6.8,-6.8,0.057,5.163E-03,Left,Single,1,0.489,
180.80612,97.2,10.0,14.2,192.1,18.2,1.623,5.144E-03,Right,Single,1,0.489,
180.82958,72.6,-52.0,45.2,4.3,32.5,0.039,5.144E-03,Left,Single,1,0.489,
180.83014,107.7,-1.7,21.7,31.8,19.1,0.191,5.144E-03,Left,Single,1,0.489,
180.83208,98.8,-1.6,0.3,46.3,-1.3,0.330,5.144E-03,Right,Single,1,0.489,
180.84613,63.8,32.1,13.5,224.8,9.4,3.695,5.144E-03,Left,Single,1,0.489,
180.85006,80.6,15.4,-6.1,206.0,-16.1,2.211,5.144E-03,Left,Single,1,0.489,
180.86547,91.6,6.3,-4.9,100.5,-8.2,0.824,5.144E-03,Right,Single,1,0.489,
180.88676,96.5,11.0,-5.4,248.2,-8.7,2.286,5.144E-03,Right,Single,1,0.489,
181.80399,96.5,14.2,16.6,236.0,18.9,2.056,5.182E-03,Left,Single,1,0.489,
181.80447,87.5,16.3,15.8,254.4,16.2,2.603,5.182E-03,Left,Single,1,0.489,
181.80530,74.5,16.4,27.0,181.4,34.7,2.198,5.182E-03,Right,Single,1,0.489,
181.80802,71.8,14.1,-21.2,184.7,-27.3,2.127,5.182E-03,Right,Single,1,0.489,
181.81623,89.3,10.1,24.5,190.8,31.3,1.783,5.182E-03,Right,Single,1,0.489,
181.84380,69.9,42.5,30.0,226.0,55.5,4.370,5.182E-03,Right,Single,1,0.489,
181.84604,64.5,33.6,32.1,225.6,36.2,3.637,5.182E-03,Left,Single,1,0.489,
181.84924,66.1,10.1,-0.5,102.6,-0.5,1.197,5.182E-03,Right,Single,1,0.489,
181.87925,75.5,1.7,-17.9,72.5,-22.2,0.691,5.182E-03,Left,Single,1,0.489,
181.90211,99.7,6.7,21.4,140.3,25.6,1.104,5.182E-03,Right,Single,1,0.489,
181.90938,71.8,41.5,-51.4,249.3,-77.6,4.124,5.182E-03,Left,Single,1,0.489,
181.90984,100.8,-11.9,-2.4,9.1,-7.4,0.044,5.182E-03,Left,Single,1,0.489,
182.80292,100.4,-4.7,0.2,18.1,-0.5,0.113,5.221E-03,Left,Single,1,0.489,
182.80649,68.2,13.8,-14.4,125.0,-20.4,1.452,5.221E-03,Left,Single,1,0.489,
182.82804,67.2,29.0,0.1,222.6,5.9,3.569,5.221E-03,Right,Single,1,0.489,
182.84054,23.1,-27.0,-4.4,0.9,126.3,0.060,5.221E-03,Right,Single,1,0.489,
182.84080,99.4,9.5,-6.4,208.1,-9.4,1.766,5.221E-03,Right,Single,1,0.489,
182.85417,106.7,8.7,26.9,187.5,32.0,1.440,5.221E-03,Left,Single,1,0.489,
182.85484,103.7,6.3,2.5,143.9,4.2,1.090,5.221E-03,Right,Single,1,0.489,
182.85954,94.9,2.2,20.8,90.4,21.0,0.683,5.221E-03,Left,Single,1,0.489,
182.88803,82.0,16.7,-10.5,255.2,-9.2,2.867,5.221E-03,Right,Single,1,0.489,
182.89833,96.9,6.3,-24.7,178.2,-31.9,1.466,5.221E-03,Right,Single,1,0.489,
183.77238,76.4,-1.7,-24.0,35.5,-24.7,0.303,5.182E-03,Right,Single,1,0.489,
183.78148,105.1,5.8,-4.7,183.6,-5.8,1.383,5.182E-03,Right,Single,1,0.489,
183.80126,98.2,13.3,-13.5,285.8,-18.2,2.672,5.182E-03,Right,Single,1,0.489,
183.81030,94.6,17.4,27.2,280.0,32.7,2.698,5.182E-03,Left,Single,1,0.489,
183.81263,71.8,13.6,-24.0,148.4,-32.5,1.736,5.182E-03,Left,Single,1,0.489,
183.81615,69.7,25.5,17.8,235.0,14.5,3.281,5.182E-03,Left,Single,1,0.489,
183.84306,64.8,38.7,12.4,202.7,8.1,3.923,5.182E-03,Left,Single,1,0.489,
183.84694,103.7,8.1,-2.1,210.1,-8.1,1.703,5.182E-03,Left,Single,1,0.489,
183.85081,23.5,-27.7,0.7,2.2,-128.0,0.012,5.182E-03,Right,Single,1,0.489,
183.85130,93.2,-2.9,-4.2,13.5,-1.7,0.093,5.182E-03,Right,Single,1,0.489,
183.85583,101.6,9.6,-0.2,173.9,0.1,1.385,5.182E-03,Right,Single,1,0.489,
183.86193,65.8,33.0,50.6,202.2,60.7,3.452,5.182E-03,Right,Single,1,0.489,
183.86226,84.3,15.4,10.4,219.1,15.5,2.298,5.182E-03,Right,Single,1,0.489,
198.80422,102.4,5.9,5.9,158.1,2.2,1.238,5.240E-03,Left,Single,1,0.489,
198.80678,87.6,13.8,-1.5,189.6,0.6,1.833,5.240E-03,Right,Single,1,0.489,
198.81074,64.2,-6.9,49.2,9.5,52.0,0.092,5.240E-03,Left,Single,1,0.489,
198.81130,95.5,4.0,20.3,124.6,19.7,0.970,5.240E-03,Left,Single,1,0.489,
198.82287,83.2,1.4,-40.6,41.4,-43.7,0.343,5.240E-03,Right,Single,1,0.489,
198.82439,95.5,-2.8,26.8,40.2,24.2,0.276,5.240E-03,Left,Single,1,0.489,
198.82745,95.0,-0.9,23.2,51.8,23.9,0.394,5.240E-03,Right,Single,1,0.489,
198.82817,82.2,8.5,-22.4,145.1,-31.7,1.441,5.240E-03,Left,Single,1,0.489,
198.83777,106.9,2.1,5.3,41.6,3.9,0.272,5.240E-03,Left,Single,1,0.489,
198.83931,102.0,8.0,-21.3,189.3,-28.6,1.503,5.240E-03,Right,Single,1,0.489,
198.84644,83.6,-2.5,30.6,29.4,31.9,0.251,5.240E-03,Right,Single,1,0.489,
199.76248,98.9,6.3,23.2,142.2,25.1,1.111,5.290E-03,Left,Single,1,0.489,
199.77637,77.4,12.6,-27.2,140.7,-32.6,1.434,5.290E-03,Right,Single,1,0.489,
199.79431,82.0,8.0,1.5,163.3,2.0,1.626,5.290E-03,Right,Single,1,0.489,
199.79472,91.0,17.8,28.0,244.4,34.3,2.471,5.290E-03,Left,Single,1,0.489,
199.79719,113.5,18.9,-40.0,365.3,-55.0,3.218,5.290E-03,Right,Single,1,0.489,
199.79910,106.9,0.8,-27.9,69.8,-30.2,0.466,5.290E-03,Right,Single,1,0.489,
199.80373,87.0,-13.4,2.6,10.6,-5.1,0.079,5.290E-03,Left,Single,1,0.489,
199.84752,108.0,9.9,15.9,214.6,21.0,1.673,5.290E-03,Right,Single,1,0.489,
199.84949,99.2,-6.4,-17.6,17.5,-21.2,0.121,5.290E-03,Left,Single,1,0.489,
199.86844,71.3,32.8,-32.2,254.1,-40.7,3.869,5.290E-03,Right,Single,1,0.489,
200.57098,74.1,10.9,23.2,144.8,24.8,1.499,5.260E-03,Left,Single,1,0.489,
200.59149,107.7,8.1,-26.2,145.4,-31.2,1.059,5.260E-03,Right,Single,1,0.489,
200.60397,91.8,4.6,-0.5,88.0,-2.7,0.704,5.260E-03,Left,Single,1,0.489,
200.60823,102.5,5.1,-37.6,108.2,-43.3,0.788,5.260E-03,Right,Single,1,0.489,
