daytime,ExitSpeed,VExitAngle,HExitAngle,Carry,Bearing,HangTime,rho,hand,outcome,slg,LW,
275.89464,87.3,32.8,19.8,299.1,31.8,4.840,5.381E-03,Right,Flyout,0,-0.289,
275.92672,76.1,35.3,6.3,261.0,12.0,4.756,5.381E-03,Right,Flyout,0,-0.289,
277.59338,84.1,35.5,-24.8,299.3,-35.6,5.090,5.381E-03,Right,Flyout,0,-0.289,
277.60587,97.2,16.8,19.1,323.1,22.2,3.283,5.381E-03,Left,Flyout,0,-0.289,
277.61824,81.9,32.2,17.4,279.0,29.5,4.361,5.381E-03,Left,Flyout,0,-0.289,
277.65481,84.4,28.9,-10.4,305.4,-24.5,4.397,5.381E-03,Left,Flyout,0,-0.289,
277.67292,79.1,32.5,8.9,273.2,16.5,4.745,5.381E-03,Right,Flyout,0,-0.289,
277.69306,88.7,22.8,21.9,283.2,35.7,3.534,5.381E-03,Right,Flyout,0,-0.289,
178.60049,76.1,-13.2,19.8,6.6,9.2,0.058,5.088E-03,Left,Force Out,0,-0.289,
179.57149,90.3,-12.0,-5.4,7.4,-13.4,0.059,5.163E-03,Left,Force Out,0,-0.289,
179.59398,89.1,-2.2,-29.7,29.6,-33.9,0.226,5.163E-03,Right,Force Out,0,-0.289,
179.63101,68.0,-31.3,39.6,4.7,9.4,0.060,5.163E-03,Left,Force Out,0,-0.289,
179.65991,91.8,-8.6,34.8,9.3,27.9,0.067,5.163E-03,Left,Force Out,0,-0.289,
181.84214,48.1,16.0,13.5,77.6,10.8,1.198,5.182E-03,Left,Force Out,0,-0.289,
181.88678,90.1,-1.4,-27.9,49.9,-31.9,0.398,5.182E-03,Left,Force Out,0,-0.289,
182.80454,90.5,-0.7,-12.4,35.7,-14.0,0.266,5.221E-03,Right,Force Out,0,-0.289,
182.81731,71.5,-0.2,-9.5,44.2,-9.8,0.405,5.221E-03,Right,Force Out,0,-0.289,
183.77591,89.2,-4.7,27.9,8.2,20.8,0.057,5.182E-03,Left,Force Out,0,-0.289,
183.77824,71.7,-15.2,-32.6,6.1,-31.5,0.050,5.182E-03,Right,Force Out,0,-0.289,
198.82561,71.6,0.5,7.4,36.8,7.0,0.346,5.240E-03,Right,Force Out,0,-0.289,
198.83118,78.0,-0.3,-6.3,36.1,-9.6,0.321,5.240E-03,Right,Force Out,0,-0.289,
199.76550,69.5,-17.1,3.9,11.3,-2.2,0.110,5.290E-03,Right,Force Out,0,-0.289,
199.77807,61.4,-11.3,3.5,4.6,13.1,0.055,5.290E-03,Right,Force Out,0,-0.289,
199.86307,60.4,-27.1,30.7,5.9,24.6,0.063,5.290E-03,Right,Force Out,0,-0.289,
208.87322,69.2,-1.9,-32.0,28.4,-35.3,0.280,5.144E-03,Right,Force Out,0,-0.289,
212.84818,94.8,1.6,28.2,113.3,32.6,0.921,5.221E-03,Right,Force Out,0,-0.289,
212.92253,51.7,27.8,-16.8,107.7,-19.8,1.823,5.221E-03,Right,Force Out,0,-0.289,
214.57449,68.0,-0.5,-10.1,35.1,-11.1,0.351,5.211E-03,Left,Force Out,0,-0.289,
222.83507,92.5,-8.0,-12.7,6.2,-9.1,0.041,5.202E-03,Right,Forceout,0,-0.289,
222.84391,87.4,-12.4,-38.8,9.3,-33.3,0.060,5.202E-03,Right,Forceout,0,-0.289,
223.84046,108.7,-2.3,-13.3,80.0,-15.4,0.525,5.182E-03,Right,Forceout,0,-0.289,
223.84420,100.2,2.0,6.5,73.4,4.9,0.534,5.182E-03,Right,Forceout,0,-0.289,
226.84887,93.7,-21.0,-12.3,7.6,-11.1,0.065,5.173E-03,Right,Forceout,0,-0.289,
226.90725,51.5,-24.6,-49.4,7.5,-50.8,0.090,5.173E-03,Right,Forceout,0,-0.289,
227.79647,106.9,1.7,-11.9,64.2,-14.2,0.423,5.116E-03,Right,Forceout,0,-0.289,
227.81045,67.6,-2.6,18.8,9.9,14.8,0.116,5.116E-03,Right,Forceout,0,-0.289,
227.82889,81.1,-14.3,-11.6,9.9,-9.5,0.077,5.116E-03,Right,Forceout,0,-0.289,
227.83400,51.0,26.5,-9.1,98.3,-16.1,1.636,5.116E-03,Right,Forceout,0,-0.289,
228.60575,59.3,16.7,-12.8,108.9,-15.3,1.450,5.135E-03,Right,Forceout,0,-0.289,
228.77997,91.1,-5.2,-6.1,11.5,-9.9,0.087,5.135E-03,Right,Forceout,0,-0.289,
237.82554,65.8,10.3,22.5,111.3,21.8,1.275,5.231E-03,Left,Forceout,0,-0.289,
238.85455,90.6,4.2,-9.7,88.7,-12.2,0.712,5.192E-03,Right,Forceout,0,-0.289,
239.58413,55.5,16.9,11.9,108.0,13.1,1.506,5.135E-03,Right,Forceout,0,-0.289,
244.86138,106.2,-7.3,-11.7,15.7,-16.9,0.101,5.320E-03,Left,Forceout,0,-0.289,
245.80802,82.9,-29.2,-10.0,6.3,-13.2,0.061,5.290E-03,Right,Forceout,0,-0.289,
245.84027,95.7,4.4,51.0,102.8,53.9,0.794,5.290E-03,Left,Forceout,0,-0.289,
245.84078,83.3,-21.4,-33.4,7.0,-45.0,0.062,5.290E-03,Left,Forceout,0,-0.289,
245.84770,33.0,-36.0,-16.3,7.8,-6.8,0.130,5.290E-03,Right,Forceout,0,-0.289,
245.85053,92.5,3.8,35.5,81.5,36.4,0.633,5.290E-03,Left,Forceout,0,-0.289,
245.88260,77.8,2.7,-28.7,61.1,-30.6,0.549,5.290E-03,Right,Forceout,0,-0.289,
245.88433,108.7,2.7,-10.5,85.5,-13.3,0.574,5.290E-03,Right,Forceout,0,-0.289,
254.87626,98.9,0.2,34.1,41.2,33.5,0.290,5.240E-03,Left,Forceout,0,-0.289,
255.71818,94.6,-11.5,9.8,8.7,3.7,0.064,5.192E-03,Right,Forceout,0,-0.289,
257.83938,59.8,14.2,39.5,101.6,40.1,1.312,5.260E-03,Left,Forceout,0,-0.289,
257.94980,95.7,-10.9,-15.6,19.1,-16.8,0.132,5.260E-03,Right,Forceout,0,-0.289,
259.55697,72.4,24.9,22.3,228.5,32.9,3.398,5.173E-03,Right,Forceout,0,-0.289,
261.84787,62.8,-8.8,34.6,9.1,33.1,0.085,5.290E-03,Left,Forceout,0,-0.289,
261.85149,51.8,20.6,-28.1,95.9,-31.0,1.457,5.290E-03,Right,Forceout,0,-0.289,
262.68657,85.6,11.0,47.1,184.7,54.1,1.716,5.182E-03,Left,Forceout,0,-0.289,
262.68734,78.8,-2.8,30.4,12.4,19.9,0.090,5.182E-03,Left,Forceout,0,-0.289,
263.86907,71.4,5.3,6.7,54.3,6.4,0.554,5.330E-03,Right,Forceout,0,-0.289,
275.80581,79.9,-13.0,-39.5,6.3,-42.9,0.054,5.381E-03,Right,Forceout,0,-0.289,
275.87157,81.3,32.4,-57.5,306.9,-74.0,4.060,5.381E-03,Left,Forceout,0,-0.289,
275.93391,93.1,5.4,-28.7,101.0,-33.4,0.817,5.381E-03,Right,Forceout,0,-0.289,
277.64808,68.5,-9.5,-26.5,16.8,-29.3,0.146,5.381E-03,Right,Forceout,0,-0.289,
277.65373,60.0,36.6,20.2,138.1,28.6,2.664,5.381E-03,Right,Forceout,0,-0.289,
277.69208,88.5,-22.3,-10.7,6.8,-14.3,0.055,5.381E-03,Right,Forceout,0,-0.289,
168.85861,100.3,-3.1,-9.9,76.2,-11.3,0.519,5.126E-03,Right,Ground Out,0,-0.289,
168.86075,82.8,-1.5,-8.3,60.6,-10.2,0.494,5.126E-03,Right,Ground Out,0,-0.289,
168.91245,55.7,9.8,-3.4,105.9,-8.5,1.418,5.126E-03,Left,Ground Out,0,-0.289,
168.91650,48.8,19.5,54.9,88.7,54.8,1.389,5.126E-03,Left,Ground Out,0,-0.289,
168.91708,82.8,-15.7,28.3,12.6,21.4,0.072,5.126E-03,Left,Ground Out,0,-0.289,
177.82134,100.3,8.7,41.7,178.7,46.9,1.402,5.088E-03,Left,Ground Out,0,-0.289,
177.82201,97.4,-1.1,2.0,46.7,0.0,0.342,5.088E-03,Left,Ground Out,0,-0.289,
177.82653,96.2,-17.7,-7.9,6.0,-18.1,0.051,5.088E-03,Left,Ground Out,0,-0.289,
177.82773,82.8,-2.7,11.2,16.9,15.4,0.147,5.088E-03,Right,Ground Out,0,-0.289,
177.83731,85.7,13.1,-50.1,194.1,-63.3,1.967,5.088E-03,Left,Ground Out,0,-0.289,
177.83759,59.0,19.1,-11.8,108.7,-15.0,1.555,5.088E-03,Left,Ground Out,0,-0.289,
177.84655,77.8,-10.6,29.1,5.4,16.6,0.052,5.088E-03,Left,Ground Out,0,-0.289,
177.86551,82.5,9.1,20.0,109.3,20.1,1.029,5.088E-03,Left,Ground Out,0,-0.289,
177.86813,100.5,-5.0,16.3,27.2,16.2,0.187,5.088E-03,Right,Ground Out,0,-0.289,
177.86850,101.4,3.9,-10.0,84.4,-12.2,0.611,5.088E-03,Right,Ground Out,0,-0.289,
177.86957,63.5,18.2,-16.5,102.8,-18.9,1.358,5.088E-03,Left,Ground Out,0,-0.289,
177.87111,105.1,-3.5,-10.1,24.7,-11.3,0.167,5.088E-03,Right,Ground Out,0,-0.289,
177.87203,103.4,-7.5,28.3,19.7,28.3,0.124,5.088E-03,Left,Ground Out,0,-0.289,
177.88587,87.7,-14.8,-29.5,7.9,-32.3,0.065,5.088E-03,Right,Ground Out,0,-0.289,
177.89565,80.9,-3.4,-7.8,23.2,-9.1,0.203,5.088E-03,Right,Ground Out,0,-0.289,
177.89696,70.4,-23.2,39.3,6.6,38.8,0.072,5.088E-03,Left,Ground Out,0,-0.289,
177.90449,98.7,-7.9,1.1,20.4,1.6,0.154,5.088E-03,Right,Ground Out,0,-0.289,
178.51082,64.2,11.2,29.9,102.7,30.4,1.240,5.088E-03,Left,Ground Out,0,-0.289,
178.51873,107.1,1.4,8.7,118.7,10.0,0.832,5.088E-03,Right,Ground Out,0,-0.289,
178.52684,72.9,-23.5,-11.4,6.2,-8.0,0.068,5.088E-03,Right,Ground Out,0,-0.289,
178.57456,94.3,-27.1,30.1,8.0,24.7,0.059,5.088E-03,Left,Ground Out,0,-0.289,
178.58456,101.7,-6.9,-37.1,16.4,-36.1,0.102,5.088E-03,Right,Ground Out,0,-0.289,
178.58919,66.0,13.3,9.0,95.8,8.7,1.167,5.088E-03,Right,Ground Out,0,-0.289,
178.61016,92.3,-3.8,40.6,29.9,41.1,0.215,5.088E-03,Left,Ground Out,0,-0.289,
178.61367,89.6,-10.5,-7.4,8.2,-15.1,0.071,5.088E-03,Left,Ground Out,0,-0.289,
178.61448,84.0,-12.6,-35.1,11.1,-36.8,0.093,5.088E-03,Right,Ground Out,0,-0.289,
178.63270,81.7,17.1,-42.0,194.8,-55.5,2.139,5.088E-03,Left,Ground Out,0,-0.289,
178.63296,70.9,-22.8,12.6,8.8,16.1,0.099,5.088E-03,Left,Ground Out,0,-0.289,
178.63400,67.6,-13.6,32.9,10.3,40.2,0.096,5.088E-03,Left,Ground Out,0,-0.289,
178.63466,91.3,-1.3,22.2,14.8,20.2,0.113,5.088E-03,Left,Ground Out,0,-0.289,
179.56175,64.9,11.4,32.3,85.9,32.8,0.996,5.163E-03,Left,Ground Out,0,-0.289,
179.56247,63.7,-15.7,-22.7,5.9,-8.6,0.068,5.163E-03,Right,Ground Out,0,-0.289,
179.56672,51.6,16.2,-7.5,68.4,-11.1,1.022,5.163E-03,Right,Ground Out,0,-0.289,
179.57403,73.8,6.2,-20.9,56.7,-25.0,0.559,5.163E-03,Right,Ground Out,0,-0.289,
179.57442,87.9,-15.5,14.8,6.7,23.8,0.060,5.163E-03,Right,Ground Out,0,-0.289,
179.57500,39.6,33.2,13.9,72.0,15.3,1.691,5.163E-03,Left,Ground Out,0,-0.289,
179.58106,78.0,-23.6,-18.1,6.3,-16.3,0.055,5.163E-03,Right,Ground Out,0,-0.289,
179.58770,95.1,-18.6,14.1,6.3,11.7,0.049,5.163E-03,Left,Ground Out,0,-0.289,
179.58804,63.8,-21.9,-10.8,8.2,-15.2,0.085,5.163E-03,Left,Ground Out,0,-0.289,
179.60584,57.4,23.6,-5.1,103.4,-9.6,1.587,5.163E-03,Right,Ground Out,0,-0.289,
179.60626,79.5,-17.9,-14.8,8.4,-18.6,0.087,5.163E-03,Left,Ground Out,0,-0.289,
179.61604,65.1,17.6,-33.0,106.8,-37.7,1.345,5.163E-03,Right,Ground Out,0,-0.289,
179.63301,90.6,-1.8,-35.5,53.7,-37.9,0.410,5.163E-03,Right,Ground Out,0,-0.289,
179.63925,90.2,-1.5,18.3,28.3,15.7,0.210,5.163E-03,Left,Ground Out,0,-0.289,
179.66579,102.3,-6.5,-8.7,19.3,-12.4,0.133,5.163E-03,Left,Ground Out,0,-0.289,
180.80905,78.6,-20.5,-10.1,5.6,-6.6,0.052,5.144E-03,Left,Ground Out,0,-0.289,
180.81009,64.2,-13.0,-16.4,7.8,-16.4,0.067,5.144E-03,Right,Ground Out,0,-0.289,
180.81304,66.3,-16.9,-2.5,5.8,1.7,0.063,5.144E-03,Right,Ground Out,0,-0.289,
180.81922,100.4,-1.9,14.2,53.9,14.4,0.388,5.144E-03,Left,Ground Out,0,-0.289,
180.82729,99.5,1.5,26.6,67.5,28.6,0.504,5.144E-03,Right,Ground Out,0,-0.289,
180.82913,97.2,1.8,-34.6,42.6,-36.5,0.302,5.144E-03,Right,Ground Out,0,-0.289,
180.83392,68.4,-9.1,-59.3,9.9,-60.2,0.073,5.144E-03,Right,Ground Out,0,-0.289,
180.83427,85.6,-1.9,-34.0,57.6,-35.4,0.457,5.144E-03,Right,Ground Out,0,-0.289,
180.83760,86.9,3.4,19.6,90.4,19.2,0.756,5.144E-03,Left,Ground Out,0,-0.289,
180.84208,99.6,-1.0,-14.3,38.2,-16.4,0.264,5.144E-03,Left,Ground Out,0,-0.289,
180.84252,72.4,11.6,13.2,115.7,13.5,1.259,5.144E-03,Left,Ground Out,0,-0.289,
180.84572,70.4,10.3,8.6,129.9,5.9,1.425,5.144E-03,Left,Ground Out,0,-0.289,
180.84733,32.0,30.4,9.9,78.4,10.8,2.050,5.144E-03,Right,Ground Out,0,-0.289,
180.85190,62.5,8.0,-20.4,69.3,-23.6,0.812,5.144E-03,Right,Ground Out,0,-0.289,
180.85262,101.2,3.7,29.1,81.0,29.5,0.577,5.144E-03,Left,Ground Out,0,-0.289,
180.87090,92.7,-9.1,-37.1,14.0,-36.7,0.096,5.144E-03,Right,Ground Out,0,-0.289,
180.87730,67.7,8.3,32.1,92.7,33.3,1.004,5.144E-03,Left,Ground Out,0,-0.289,
180.88113,76.8,-17.3,28.2,5.6,13.3,0.049,5.144E-03,Left,Ground Out,0,-0.289,
180.88916,54.3,19.7,-22.5,94.0,-26.2,1.399,5.144E-03,Right,Ground Out,0,-0.289,
180.88962,89.9,-3.9,-1.9,20.8,-5.6,0.157,5.144E-03,Left,Ground Out,0,-0.289,
181.80868,89.9,-11.4,46.1,10.5,37.8,0.073,5.182E-03,Left,Ground Out,0,-0.289,
181.82058,70.8,-1.1,-1.8,16.6,0.0,0.159,5.182E-03,Right,Ground Out,0,-0.289,
181.82475,100.9,-11.8,15.9,8.6,9.6,0.051,5.182E-03,Left,Ground Out,0,-0.289,
181.82986,98.2,-16.3,16.6,9.4,19.6,0.062,5.182E-03,Right,Ground Out,0,-0.289,
181.83163,71.4,12.8,-9.7,132.1,-9.4,1.473,5.182E-03,Right,Ground Out,0,-0.289,
181.83240,103.7,-5.1,34.4,26.7,29.7,0.158,5.182E-03,Left,Ground Out,0,-0.289,
181.83525,62.5,15.8,-20.6,111.2,-23.1,1.367,5.182E-03,Right,Ground Out,0,-0.289,
181.84825,71.3,9.1,23.2,90.4,23.8,0.909,5.182E-03,Left,Ground Out,0,-0.289,
181.87609,97.8,3.5,-21.6,91.2,-24.6,0.686,5.182E-03,Right,Ground Out,0,-0.289,
181.90265,76.0,-9.1,20.5,15.6,21.9,0.127,5.182E-03,Left,Ground Out,0,-0.289,
181.90323,72.3,-2.1,64.9,35.7,63.6,0.320,5.182E-03,Left,Ground Out,0,-0.289,
181.90451,97.8,4.9,49.3,122.6,53.6,0.919,5.182E-03,Left,Ground Out,0,-0.289,
181.90545,77.0,-30.5,3.7,7.0,4.7,0.059,5.182E-03,Left,Ground Out,0,-0.289,
181.91221,91.3,-15.6,-7.3,7.7,-12.0,0.056,5.182E-03,Right,Ground Out,0,-0.289,
182.83824,65.6,-12.0,-38.2,7.1,-30.5,0.061,5.221E-03,Right,Ground Out,0,-0.289,
182.86262,65.6,11.9,23.6,87.8,24.9,1.011,5.221E-03,Left,Ground Out,0,-0.289,
182.86318,59.1,20.0,-29.5,121.2,-32.6,1.641,5.221E-03,Right,Ground Out,0,-0.289,
182.87264,90.8,27.9,28.1,315.7,41.5,4.104,5.221E-03,Right,Ground Out,0,-0.289,
182.87319,25.6,10.6,8.2,27.2,3.1,0.677,5.221E-03,Right,Ground Out,0,-0.289,
182.87447,79.0,-5.2,-11.7,12.6,-17.2,0.109,5.221E-03,Left,Ground Out,0,-0.289,
182.91313,99.0,-9.6,-9.5,10.1,-12.3,0.063,5.221E-03,Left,Ground Out,0,-0.289,
183.78751,70.7,-17.9,6.2,7.8,-3.0,0.080,5.182E-03,Left,Ground Out,0,-0.289,
183.80045,102.4,-11.5,16.4,8.6,8.9,0.041,5.182E-03,Left,Ground Out,0,-0.289,
183.82602,82.3,-20.4,29.8,6.6,14.3,0.046,5.182E-03,Left,Ground Out,0,-0.289,
183.85794,84.3,-4.1,35.1,22.8,30.5,0.169,5.182E-03,Left,Ground Out,0,-0.289,
183.86132,87.3,-16.6,-27.0,6.2,-26.8,0.047,5.182E-03,Right,Ground Out,0,-0.289,
183.86330,86.6,-12.3,57.6,13.1,50.7,0.089,5.182E-03,Left,Ground Out,0,-0.289,
183.86388,46.3,18.2,28.1,85.1,29.5,1.410,5.182E-03,Left,Ground Out,0,-0.289,
198.81479,95.2,-8.3,41.4,17.5,36.9,0.113,5.240E-03,Left,Ground Out,0,-0.289,
198.81675,98.2,-6.4,45.0,18.7,41.5,0.125,5.240E-03,Left,Ground Out,0,-0.289,
198.81712,50.2,25.4,36.6,95.0,36.5,1.591,5.240E-03,Left,Ground Out,0,-0.289,
198.81900,66.3,-29.4,-66.2,5.7,-55.5,0.059,5.240E-03,Right,Ground Out,0,-0.289,
198.81961,73.3,-8.9,-48.6,11.1,-47.9,0.097,5.240E-03,Right,Ground Out,0,-0.289,
198.82053,98.0,-0.8,-35.4,19.2,-27.9,0.101,5.240E-03,Right,Ground Out,0,-0.289,
198.84977,47.4,34.4,0.4,108.6,-1.3,2.105,5.240E-03,Right,Ground Out,0,-0.289,
198.85226,92.4,-26.3,-29.8,8.5,-25.4,0.066,5.240E-03,Right,Ground Out,0,-0.289,
198.85911,83.3,-15.5,-23.4,3.9,-21.5,0.039,5.240E-03,Left,Ground Out,0,-0.289,
199.77252,79.3,-13.5,22.0,4.4,16.3,0.050,5.290E-03,Left,Ground Out,0,-0.289,
199.78016,91.6,-13.3,-0.6,9.6,-10.8,0.058,5.290E-03,Left,Ground Out,0,-0.289,
199.78309,77.3,-18.4,-14.2,8.5,-17.1,0.069,5.290E-03,Right,Ground Out,0,-0.289,
199.79013,92.1,-15.0,30.8,14.5,29.0,0.103,5.290E-03,Left,Ground Out,0,-0.289,
199.80058,64.8,-12.2,18.7,5.1,13.8,0.048,5.290E-03,Right,Ground Out,0,-0.289,
199.80929,70.5,-7.3,-8.5,17.4,-11.3,0.148,5.290E-03,Left,Ground Out,0,-0.289,
199.81914,88.7,-16.9,16.2,5.8,22.8,0.048,5.290E-03,Right,Ground Out,0,-0.289,
199.82458,92.3,-36.5,19.3,10.5,11.6,0.066,5.290E-03,Left,Ground Out,0,-0.289,
199.84405,89.6,-4.4,-27.4,12.2,-33.1,0.092,5.290E-03,Right,Ground Out,0,-0.289,
199.84495,70.8,-8.4,-11.9,7.2,-19.8,0.061,5.290E-03,Left,Ground Out,0,-0.289,
199.85909,91.5,6.2,36.3,83.1,37.4,0.664,5.290E-03,Left,Ground Out,0,-0.289,
200.55431,79.3,1.4,17.1,44.9,15.2,0.383,5.260E-03,Left,Ground Out,0,-0.289,
200.55477,87.7,-11.9,5.0,9.9,-1.8,0.075,5.260E-03,Left,Ground Out,0,-0.289,
200.56029,83.5,-5.2,44.2,13.0,44.0,0.103,5.260E-03,Left,Ground Out,0,-0.289,
200.56845,99.9,1.8,-11.6,64.8,-13.5,0.458,5.260E-03,Right,Ground Out,0,-0.289,
200.57786,64.7,-12.1,-4.9,12.7,-6.2,0.116,5.260E-03,Right,Ground Out,0,-0.289,
200.58134,67.6,-25.2,-24.1,5.6,-16.0,0.056,5.260E-03,Right,Ground Out,0,-0.289,
200.58462,78.9,4.7,14.7,94.9,12.6,0.893,5.260E-03,Left,Ground Out,0,-0.289,
200.58514,55.6,-35.4,-12.5,6.3,-4.4,0.048,5.260E-03,Left,Ground Out,0,-0.289,
200.58707,84.8,35.9,-25.5,278.5,-44.7,4.550,5.260E-03,Left,Ground Out,0,-0.289,
200.58779,90.8,-11.3,-16.0,10.7,-22.6,0.085,5.260E-03,Left,Ground Out,0,-0.289,
200.59414,62.9,18.7,33.4,95.5,34.9,1.218,5.260E-03,Left,Ground Out,0,-0.289,
200.60979,61.8,-5.9,6.6,28.5,4.1,0.319,5.260E-03,Right,Ground Out,0,-0.289,
200.61088,92.8,-9.9,-3.3,7.4,-12.3,0.056,5.260E-03,Left,Ground Out,0,-0.289,
200.61414,88.6,-4.7,-26.9,15.1,-27.4,0.100,5.260E-03,Right,Ground Out,0,-0.289,
200.62711,96.7,3.0,-9.3,107.5,-12.6,0.817,5.260E-03,Left,Ground Out,0,-0.289,
200.63183,92.0,-18.8,-6.5,8.3,-7.6,0.066,5.260E-03,Right,Ground Out,0,-0.289,
200.64685,66.5,-37.1,-10.7,4.9,-13.8,0.062,5.260E-03,Right,Ground Out,0,-0.289,
208.79075,59.0,-4.4,7.6,43.5,6.5,0.518,5.144E-03,Right,Ground Out,0,-0.289,
208.79368,102.4,5.5,-14.4,141.5,-16.7,1.068,5.144E-03,Right,Ground Out,0,-0.289,
208.81920,62.3,18.9,-18.7,117.7,-21.6,1.560,5.144E-03,Right,Ground Out,0,-0.289,
208.82742,97.4,-3.4,13.8,16.3,9.6,0.115,5.144E-03,Left,Ground Out,0,-0.289,
208.83657,71.7,-20.8,-1.1,5.9,-8.3,0.057,5.144E-03,Right,Ground Out,0,-0.289,
208.83897,80.0,-19.5,30.2,10.2,31.1,0.077,5.144E-03,Left,Ground Out,0,-0.289,
208.87704,90.4,-13.6,-11.3,6.1,-11.4,0.051,5.144E-03,Right,Ground Out,0,-0.289,
209.86475,85.1,-9.5,28.2,23.9,21.8,0.184,5.280E-03,Left,Ground Out,0,-0.289,
209.86985,50.6,18.0,-21.4,82.8,-23.5,1.246,5.280E-03,Right,Ground Out,0,-0.289,
209.87174,50.9,26.7,4.7,99.2,2.0,1.665,5.280E-03,Right,Ground Out,0,-0.289,
209.87292,91.9,-3.7,0.8,22.9,-4.1,0.173,5.280E-03,Left,Ground Out,0,-0.289,
209.88764,102.8,-2.0,9.9,40.9,8.7,0.282,5.280E-03,Right,Ground Out,0,-0.289,
209.88957,57.6,16.0,-23.2,103.4,-24.7,1.425,5.280E-03,Right,Ground Out,0,-0.289,
209.89247,68.8,3.9,5.6,5.3,17.1,0.076,5.280E-03,Left,Ground Out,0,-0.289,
209.89685,94.2,0.8,-19.9,80.3,-22.3,0.618,5.280E-03,Right,Ground Out,0,-0.289,
209.91221,63.9,-6.5,37.0,13.9,34.9,0.141,5.280E-03,Left,Ground Out,0,-0.289,
209.91603,57.7,26.6,-6.6,118.4,-10.5,1.805,5.280E-03,Right,Ground Out,0,-0.289,
209.93546,104.1,-2.1,34.4,22.2,31.5,0.139,5.280E-03,Left,Ground Out,0,-0.289,
209.94883,98.7,-4.0,-12.0,21.6,-16.9,0.152,5.280E-03,Left,Ground Out,0,-0.289,
209.95953,79.1,2.9,-1.5,78.7,-4.5,0.736,5.280E-03,Left,Ground Out,0,-0.289,
210.82867,101.6,-6.2,14.8,19.7,13.5,0.129,5.221E-03,Left,Ground Out,0,-0.289,
210.82909,84.1,-6.7,9.6,10.1,6.1,0.080,5.221E-03,Left,Ground Out,0,-0.289,
210.83397,76.9,-6.5,-9.6,23.4,-11.3,0.208,5.221E-03,Right,Ground Out,0,-0.289,
210.85655,59.8,12.7,-5.0,127.1,-6.2,1.666,5.221E-03,Right,Ground Out,0,-0.289,
210.86799,92.3,3.8,18.7,148.5,21.9,1.269,5.221E-03,Right,Ground Out,0,-0.289,
210.87164,94.9,-10.0,-5.1,12.1,-9.6,0.080,5.221E-03,Right,Ground Out,0,-0.289,
210.88465,91.7,-4.7,-7.1,15.1,-12.5,0.114,5.221E-03,Left,Ground Out,0,-0.289,
210.88862,83.2,3.8,-9.1,85.6,-10.7,0.754,5.221E-03,Right,Ground Out,0,-0.289,
210.89179,82.6,0.7,15.2,59.0,14.3,0.503,5.221E-03,Left,Ground Out,0,-0.289,
210.92462,45.3,28.3,-3.3,91.3,-9.4,1.692,5.221E-03,Left,Ground Out,0,-0.289,
210.92543,85.6,-9.6,-24.8,11.9,-31.6,0.091,5.221E-03,Right,Ground Out,0,-0.289,
210.95973,86.3,11.0,34.1,199.2,40.5,1.917,5.221E-03,Left,Ground Out,0,-0.289,
210.99035,92.2,6.4,-3.5,134.5,-9.5,1.138,5.221E-03,Left,Ground Out,0,-0.289,
210.99211,99.7,0.8,10.3,59.5,11.3,0.435,5.221E-03,Right,Ground Out,0,-0.289,
211.80205,75.1,-1.7,21.7,31.1,18.5,0.283,5.221E-03,Left,Ground Out,0,-0.289,
211.80286,97.0,3.2,17.0,92.4,16.9,0.706,5.221E-03,Left,Ground Out,0,-0.289,
211.80580,86.4,-5.6,-5.5,6.7,-14.5,0.057,5.221E-03,Left,Ground Out,0,-0.289,
211.81384,92.6,0.0,30.0,48.9,28.8,0.365,5.221E-03,Left,Ground Out,0,-0.289,
211.81656,82.9,0.4,30.5,45.0,31.0,0.382,5.221E-03,Left,Ground Out,0,-0.289,
211.82750,99.6,2.1,-8.4,11.5,-22.4,0.077,5.221E-03,Right,Ground Out,0,-0.289,
211.82953,70.3,-4.2,26.0,16.3,29.0,0.166,5.221E-03,Right,Ground Out,0,-0.289,
211.84448,55.6,22.6,-47.8,97.4,-53.7,1.383,5.221E-03,Right,Ground Out,0,-0.289,
211.84480,68.2,13.8,-40.7,103.0,-44.5,1.174,5.221E-03,Right,Ground Out,0,-0.289,
211.85964,97.9,-9.1,-15.3,10.2,-22.6,0.078,5.221E-03,Left,Ground Out,0,-0.289,
211.86152,55.1,17.0,37.3,88.8,37.1,1.274,5.221E-03,Left,Ground Out,0,-0.289,
211.86735,93.6,-3.8,47.2,27.2,48.1,0.199,5.221E-03,Left,Ground Out,0,-0.289,
211.87181,94.0,-2.9,-21.6,29.4,-23.0,0.205,5.221E-03,Right,Ground Out,0,-0.289,
211.91347,61.3,13.1,27.0,100.8,25.0,1.289,5.221E-03,Left,Ground Out,0,-0.289,
211.91403,75.5,2.8,39.7,14.1,36.8,0.127,5.221E-03,Left,Ground Out,0,-0.289,
212.80802,99.3,3.2,10.2,68.6,9.4,0.488,5.221E-03,Left,Ground Out,0,-0.289,
212.82935,73.8,-13.0,22.8,7.6,20.5,0.080,5.221E-03,Right,Ground Out,0,-0.289,
212.84156,83.6,3.8,13.7,56.6,12.6,0.490,5.221E-03,Left,Ground Out,0,-0.289,
212.84977,40.1,22.6,21.1,81.2,22.9,1.546,5.221E-03,Left,Ground Out,0,-0.289,
212.85451,70.3,11.3,15.9,104.9,16.6,1.132,5.221E-03,Right,Ground Out,0,-0.289,
