idx,rank,player,playerid,war
9,68,Duke Snider,snidedu01,58.2
9,69,Juan Marichal,maricju01,58.1
9,70,Gary Carter,cartega01,57.4
9,71,Hal Newhouser,newhoha01,57.3
9,72,Jim Bunning,bunniji01,57.2
9,73,Jim Palmer,palmeji01,57.2
9,74,Rube Waddell,wadderu01,57.0
9,75,Johnny Bench,benchjo01,56.8
9,76,Lou Boudreau,boudrlo01,56.7
9,77,Chipper Jones,jonesch06,56.7
9,78,Reggie Jackson,jacksre01,56.7
9,79,Chase Utley,utleych01,56.4
9,80,Harry Heilmann,heilmha01,55.7
9,81,Carl Hubbell,hubbeca01,55.5
9,82,Robin Yount,yountro01,55.4
9,83,Frank Baker,bakerfr01,55.4
9,84,Kevin Brown,brownke01,55.0
9,85,Ken Boyer,boyerke01,55.0
9,86,Al Simmons,simmoal01,54.8
9,87,Mike Mussina,mussimi01,54.8
9,88,Frank Thomas,thomafr04,54.8
9,89,Bobby Grich,grichbo01,54.7
9,90,Miguel Cabrera,cabremi01,54.7
9,91,Andruw Jones,jonesan01,54.6
9,92,Pete Rose,rosepe01,54.6
9,93,Brooks Robinson,robinbr01,54.4
9,94,Don Drysdale,drysddo01,54.3
9,95,Hank Greenberg,greenha01,54.1
9,96,Robinson Cano,canoro01,54.1
9,97,Edgar Martinez,martied01,54.0
9,98,Ryne Sandberg,sandbry01,53.9
9,99,Luke Appling,applilu01,53.9
9,100,Larry Walker,walkela01,53.7
9,101,Luis Tiant,tiantlu01,53.5
9,102,Richie Ashburn,ashburi01,53.3
9,103,George Sisler,sislege01,53.3
9,104,Carlos Beltran,beltrca01,53.2
9,105,Joe Gordon,gordojo01,53.1
9,106,Tom Glavine,glavito02,53.1
9,107,Alan Trammell,trammal01,53.1
9,108,Dick Allen,allendi01,53.0
9,109,Urban Shocker,shockur01,52.9
9,110,Todd Helton,heltoto01,52.9
9,111,Sal Bando,bandosa01,52.8
9,112,Scott Rolen,rolensc01,52.7
9,113,David Cone,coneda01,52.5
9,114,Nolan Ryan,ryanno01,52.5
9,115,Frankie Frisch,friscfr01,52.4
9,116,Rick Reuschel,reuscri01,52.4
9,117,Dave Stieb,stiebda01,52.4
9,118,Ozzie Smith,smithoz01,52.3
9,119,Barry Larkin,larkiba01,52.1
9,120,Sandy Koufax,koufasa01,52.0
9,121,Joe Cronin,cronijo01,51.8
9,122,Graig Nettles,nettlgr01,51.7
9,123,Paul Waner,wanerpa01,51.6
9,124,Roberto Alomar,alomaro01,51.6
9,125,Jim Edmonds,edmonji01,51.5
9,126,Sammy Sosa,sosasa01,51.5
9,127,Jimmy Wynn,wynnji01,51.3
9,128,Mark McGwire,mcgwima01,51.2
9,129,Johan Santana,santajo02,51.2
9,130,Kenny Lofton,loftoke01,51.2
9,131,Willie McCovey,mccovwi01,51.1
9,132,Ichiro Suzuki,suzukic01,51.1
9,133,Mike Piazza,piazzmi01,51.0
9,134,Wilbur Wood,woodwi01,50.8
9,135,Vic Willis,willivi01,50.8
9,136,Pee Wee Reese,reesepe01,50.8
9,137,Eddie Cicotte,cicoted01,50.8
9,138,Ted Lyons,lyonste01,50.8
9,139,Jim Thome,thomeji01,50.6
9,140,Goose Goslin,gosligo01,50.4
9,141,Derek Jeter,jeterde01,50.3
9,142,Kevin Appier,appieke01,50.2
9,143,Billy Williams,willibi01,50.1
9,144,Craig Biggio,biggicr01,50.1
9,145,Bobby Wallace,wallabo01,50.0
9,146,Andre Dawson,dawsoan01,49.9
9,147,Bret Saberhagen,saberbr01,49.8
9,148,George Uhle,uhlege01,49.7
9,149,Sam Crawford,crawfsa01,49.7
9,150,Bobby Bonds,bondsbo01,49.6
10,1,Walter Johnson,johnswa01,117.0
10,2,Babe Ruth,ruthba01,115.8
10,3,Willie Mays,mayswi01,100.4
10,4,Rogers Hornsby,hornsro01,98.6
10,5,Barry Bonds,bondsba01,97.9
10,6,Ted Williams,willite01,91.1
10,7,Lou Gehrig,gehrilo01,90.9
10,8,Ty Cobb,cobbty01,89.8
10,9,Pete Alexander,alexape01,89.7
10,10,Roger Clemens,clemero02,89.2
10,11,Christy Mathewson,mathech01,88.7
10,12,Lefty Grove,grovele01,88.1
10,13,Honus Wagner,wagneho01,87.4
10,14,Alex Rodriguez,rodrial01,86.9
10,15,Stan Musial,musiast01,86.2
10,16,Eddie Collins,collied01,84.1
10,17,Tris Speaker,speaktr01,83.8
10,18,Hank Aaron,aaronha01,83.7
10,19,Mickey Mantle,mantlmi01,83.5
10,20,Randy Johnson,johnsra05,81.9
10,21,Albert Pujols,pujolal01,81.2
10,22,Mike Schmidt,schmimi01,79.7
10,23,Tom Seaver,seaveto01,77.7
10,24,Jimmie Foxx,foxxji01,77.5
10,25,Nap Lajoie,lajoina01,77.4
10,26,Bob Gibson,gibsobo01,77.2
10,27,Rickey Henderson,henderi01,76.0
10,28,Joe Morgan,morgajo02,74.9
10,29,Pedro Martinez,martipe02,74.4
10,30,Cy Young,youngcy01,74.4
10,31,Eddie Mathews,matheed01,73.8
10,32,Greg Maddux,maddugr01,73.3
10,33,Roberto Clemente,clemero01,71.4
10,34,Mel Ott,ottme01,71.2
10,35,Wade Boggs,boggswa01,71.2
10,36,Phil Niekro,niekrph01,70.9
10,37,Cal Ripken,ripkeca01,70.3
10,38,Frank Robinson,robinfr02,70.3
10,39,Gaylord Perry,perryga01,69.9
10,40,Carl Yastrzemski,yastrca01,69.7
10,41,Ken Griffey,griffke02,69.6
10,42,Warren Spahn,spahnwa01,68.9
10,43,Bert Blyleven,blylebe01,68.4
10,44,George Brett,brettge01,68.0
10,45,Steve Carlton,carltst01,68.0
10,46,Eddie Plank,planked01,67.7
10,47,Robin Roberts,roberro01,67.7
10,48,Joe DiMaggio,dimagjo01,66.2
10,49,Ron Santo,santoro01,66.0
10,50,Ed Walsh,walshed01,65.5
10,51,Curt Schilling,schilcu01,65.5
10,52,Al Kaline,kalinal01,65.3
10,53,Fergie Jenkins,jenkife01,65.2
10,54,Charlie Gehringer,gehrich01,65.2
10,55,Johnny Mize,mizejo01,65.0
10,56,Arky Vaughan,vaughar01,64.7
10,57,Wes Ferrell,ferrewe01,64.0
10,58,Stan Coveleski,covelst01,63.9
10,59,Adrian Beltre,beltrad01,63.7
10,60,Jeff Bagwell,bagweje01,63.2
10,61,Roy Halladay,hallaro01,63.2
10,62,Rod Carew,carewro01,62.8
10,63,Joe Jackson,jacksjo01,61.9
10,64,Jim Palmer,palmeji01,61.5
10,65,Jackie Robinson,robinja02,61.5
10,66,Johnny Bench,benchjo01,61.4
10,67,Ernie Banks,bankser01,61.2
10,68,Bob Feller,fellebo01,61.2
10,69,Reggie Jackson,jacksre01,61.1
10,70,Gary Carter,cartega01,60.9
10,71,Dazzy Vance,vanceda01,60.9
10,72,Chipper Jones,jonesch06,60.7
10,73,Duke Snider,snidedu01,60.5
10,74,Jim Bunning,bunniji01,60.3
10,75,Juan Marichal,maricju01,60.3
10,76,Lou Boudreau,boudrlo01,59.8
10,77,Mike Mussina,mussimi01,59.8
10,78,Harry Heilmann,heilmha01,59.4
10,79,Pete Rose,rosepe01,59.4
10,80,Chase Utley,utleych01,59.4
10,81,Al Simmons,simmoal01,59.0
10,82,Frank Baker,bakerfr01,59.0
10,83,Hal Newhouser,newhoha01,58.9
10,84,Carl Hubbell,hubbeca01,58.8
10,85,Don Drysdale,drysddo01,58.8
10,86,Edgar Martinez,martied01,58.8
10,87,Robin Yount,yountro01,58.7
10,88,Kevin Brown,brownke01,58.7
10,89,Luke Appling,applilu01,58.6
10,90,Brooks Robinson,robinbr01,58.5
10,91,Bobby Grich,grichbo01,58.4
10,92,Frank Thomas,thomafr04,58.3
10,93,Miguel Cabrera,cabremi01,58.1
10,94,Larry Walker,walkela01,58.0
10,95,Andruw Jones,jonesan01,57.8
10,96,Ken Boyer,boyerke01,57.5
10,97,Luis Tiant,tiantlu01,57.3
10,98,Ozzie Smith,smithoz01,57.3
10,99,Ryne Sandberg,sandbry01,57.3
10,100,Scott Rolen,rolensc01,57.2
10,101,Tom Glavine,glavito02,57.1
10,102,Carlos Beltran,beltrca01,57.1
10,103,Richie Ashburn,ashburi01,57.1
10,104,Rube Waddell,wadderu01,57.0
10,105,Alan Trammell,trammal01,56.8
10,106,Hank Greenberg,greenha01,56.7
10,107,David Cone,coneda01,56.5
10,108,Sal Bando,bandosa01,56.4
10,109,Frankie Frisch,friscfr01,56.2
10,110,Nolan Ryan,ryanno01,56.1
10,111,Rick Reuschel,reuscri01,56.1
10,112,Paul Waner,wanerpa01,56.0
10,113,Barry Larkin,larkiba01,56.0
10,114,Dick Allen,allendi01,56.0
10,115,Todd Helton,heltoto01,55.7
10,116,Urban Shocker,shockur01,55.6
10,117,Joe Cronin,cronijo01,55.5
10,118,Roberto Alomar,alomaro01,55.3
10,119,George Sisler,sislege01,55.3
10,120,Jim Edmonds,edmonji01,55.2
10,121,Joe Gordon,gordojo01,55.1
10,122,Pee Wee Reese,reesepe01,55.0
10,123,Graig Nettles,nettlgr01,55.0
10,124,Robinson Cano,canoro01,54.9
10,125,Ted Lyons,lyonste01,54.9
10,126,Mark McGwire,mcgwima01,54.8
10,127,Kenny Lofton,loftoke01,54.7
10,128,Dave Stieb,stiebda01,54.6
10,129,Ichiro Suzuki,suzukic01,54.6
10,130,Sam Crawford,crawfsa01,54.5
10,131,Jim Thome,thomeji01,54.3
10,132,Sammy Sosa,sosasa01,54.2
10,133,Willie McCovey,mccovwi01,54.2
10,134,Derek Jeter,jeterde01,54.1
10,135,Jimmy Wynn,wynnji01,54.0
10,136,Mike Piazza,piazzmi01,54.0
10,137,Eddie Cicotte,cicoted01,53.7
10,138,Billy Williams,willibi01,53.6
10,139,Goose Goslin,gosligo01,53.6
10,140,Manny Ramirez,ramirma02,53.4
10,141,Craig Biggio,biggicr01,53.3
10,142,Bobby Bonds,bondsbo01,53.2
10,143,Sandy Koufax,koufasa01,53.1
10,144,Kevin Appier,appieke01,53.0
10,145,Tim Raines,raineti01,52.9
10,146,Andre Dawson,dawsoan01,52.8
10,147,Paul Molitor,molitpa01,52.6
10,148,Keith Hernandez,hernake01,52.6
10,149,Bret Saberhagen,saberbr01,52.5
10,150,Vladimir Guerrero,guerrvl01,52.5
11,1,Babe Ruth,ruthba01,125.9
11,2,Walter Johnson,johnswa01,124.4
11,3,Willie Mays,mayswi01,108.7
11,4,Barry Bonds,bondsba01,105.9
11,5,Rogers Hornsby,hornsro01,105.3
11,6,Ted Williams,willite01,97.8
11,7,Lou Gehrig,gehrilo01,97.8
11,8,Ty Cobb,cobbty01,96.5
11,9,Roger Clemens,clemero02,95.3
11,10,Pete Alexander,alexape01,95.1
11,11,Lefty Grove,grovele01,95.1
11,12,Christy Mathewson,mathech01,94.8
11,13,Honus Wagner,wagneho01,94.0
11,14,Alex Rodriguez,rodrial01,92.5
11,15,Stan Musial,musiast01,92.2
11,16,Hank Aaron,aaronha01,91.0
11,17,Tris Speaker,speaktr01,90.2
11,18,Eddie Collins,collied01,89.3
11,19,Mickey Mantle,mantlmi01,88.8
11,20,Randy Johnson,johnsra05,87.4
11,21,Albert Pujols,pujolal01,86.4
11,22,Mike Schmidt,schmimi01,85.9
11,23,Tom Seaver,seaveto01,83.2
11,24,Nap Lajoie,lajoina01,82.5
11,25,Jimmie Foxx,foxxji01,82.2
11,26,Rickey Henderson,henderi01,81.7
11,27,Bob Gibson,gibsobo01,81.4
11,28,Eddie Mathews,matheed01,79.4
11,29,Joe Morgan,morgajo02,78.6
11,30,Greg Maddux,maddugr01,78.4
11,31,Pedro Martinez,martipe02,78.4
11,32,Mel Ott,ottme01,76.8
11,33,Roberto Clemente,clemero01,76.2
11,34,Phil Niekro,niekrph01,75.6
11,35,Frank Robinson,robinfr02,75.3
11,36,Wade Boggs,boggswa01,75.3
11,37,Cy Young,youngcy01,75.2
11,38,Gaylord Perry,perryga01,75.1
11,39,Warren Spahn,spahnwa01,74.5
11,40,Cal Ripken,ripkeca01,74.3
11,41,Carl Yastrzemski,yastrca01,73.7
11,42,Bert Blyleven,blylebe01,73.5
11,43,Ken Griffey,griffke02,73.3
11,44,Eddie Plank,planked01,72.8
11,45,Steve Carlton,carltst01,72.2
11,46,George Brett,brettge01,72.1
11,47,Robin Roberts,roberro01,71.3
11,48,Joe DiMaggio,dimagjo01,70.8
11,49,Curt Schilling,schilcu01,70.4
11,50,Al Kaline,kalinal01,69.7
11,51,Charlie Gehringer,gehrich01,69.7
11,52,Ron Santo,santoro01,69.0
11,53,Fergie Jenkins,jenkife01,68.8
11,54,Arky Vaughan,vaughar01,68.5
11,55,Jeff Bagwell,bagweje01,67.9
11,56,Adrian Beltre,beltrad01,67.4
11,57,Johnny Mize,mizejo01,67.4
11,58,Stan Coveleski,covelst01,66.1
11,59,Ed Walsh,walshed01,65.9
11,60,Johnny Bench,benchjo01,65.8
11,61,Rod Carew,carewro01,65.8
11,62,Roy Halladay,hallaro01,65.8
11,63,Chipper Jones,jonesch06,64.7
11,64,Reggie Jackson,jacksre01,64.6
11,65,Wes Ferrell,ferrewe01,64.6
11,66,Mike Mussina,mussimi01,64.4
11,67,Gary Carter,cartega01,64.2
11,68,Jim Palmer,palmeji01,63.7
11,69,Ernie Banks,bankser01,63.6
11,70,Pete Rose,rosepe01,63.5
11,71,Jim Bunning,bunniji01,63.4
11,72,Bob Feller,fellebo01,63.2
11,73,Harry Heilmann,heilmha01,63.1
11,74,Duke Snider,snidedu01,62.8
11,75,Joe Jackson,jacksjo01,62.8
11,76,Luke Appling,applilu01,62.8
11,77,Don Drysdale,drysddo01,62.6
11,78,Brooks Robinson,robinbr01,62.4
11,79,Juan Marichal,maricju01,62.1
11,80,Edgar Martinez,martied01,62.1
11,81,Al Simmons,simmoal01,62.0
11,82,Dazzy Vance,vanceda01,62.0
11,83,Carl Hubbell,hubbeca01,61.9
11,84,Kevin Brown,brownke01,61.8
11,85,Bobby Grich,grichbo01,61.8
11,86,Robin Yount,yountro01,61.8
11,87,Chase Utley,utleych01,61.7
11,88,Jackie Robinson,robinja02,61.5
11,89,Frank Thomas,thomafr04,61.4
11,90,Larry Walker,walkela01,61.4
11,91,Frank Baker,bakerfr01,61.4
11,92,Miguel Cabrera,cabremi01,61.4
11,93,Scott Rolen,rolensc01,61.3
11,94,Lou Boudreau,boudrlo01,61.2
11,95,Ozzie Smith,smithoz01,61.0
11,96,Andruw Jones,jonesan01,60.8
11,97,Tom Glavine,glavito02,60.7
11,98,Carlos Beltran,beltrca01,60.7
11,99,Alan Trammell,trammal01,60.5
11,100,Richie Ashburn,ashburi01,60.5
11,101,Ryne Sandberg,sandbry01,60.5
11,102,Hal Newhouser,newhoha01,60.4
11,103,Paul Waner,wanerpa01,60.2
11,104,Luis Tiant,tiantlu01,59.9
11,105,Barry Larkin,larkiba01,59.8
11,106,Sal Bando,bandosa01,59.7
11,107,Nolan Ryan,ryanno01,59.7
11,108,Rick Reuschel,reuscri01,59.6
11,109,Frankie Frisch,friscfr01,59.4
11,110,Ken Boyer,boyerke01,59.4
11,111,David Cone,coneda01,59.3
11,112,Joe Cronin,cronijo01,59.2
11,113,Sam Crawford,crawfsa01,59.2
11,114,Pee Wee Reese,reesepe01,59.0
11,115,Roberto Alomar,alomaro01,58.7
11,116,Ted Lyons,lyonste01,58.4
11,117,Dick Allen,allendi01,58.3
11,118,Todd Helton,heltoto01,58.2
11,119,Kenny Lofton,loftoke01,58.1
11,120,Jim Thome,thomeji01,57.9
11,121,Derek Jeter,jeterde01,57.8
11,122,Graig Nettles,nettlgr01,57.7
11,123,Manny Ramirez,ramirma02,57.5
11,124,Urban Shocker,shockur01,57.5
11,125,Mark McGwire,mcgwima01,57.5
11,126,Hank Greenberg,greenha01,57.3
11,127,Jim Edmonds,edmonji01,57.2
11,128,George Sisler,sislege01,57.1
11,129,Joe Gordon,gordojo01,57.1
11,130,Rube Waddell,wadderu01,57.0
11,131,Mike Piazza,piazzmi01,56.9
11,132,Willie McCovey,mccovwi01,56.8
11,133,Sammy Sosa,sosasa01,56.7
11,134,Jimmy Wynn,wynnji01,56.7
11,135,Eddie Cicotte,cicoted01,56.5
11,136,Goose Goslin,gosligo01,56.4
11,137,Ichiro Suzuki,suzukic01,56.4
11,138,Billy Williams,willibi01,56.4
11,139,Paul Molitor,molitpa01,56.3
11,140,Dave Stieb,stiebda01,56.3
11,141,Craig Biggio,biggicr01,56.2
11,142,Tim Raines,raineti01,56.0
11,143,Bobby Bonds,bondsbo01,56.0
11,144,Keith Hernandez,hernake01,55.8
11,145,Andre Dawson,dawsoan01,55.7
11,146,Buddy Bell,bellbu01,55.5
11,147,Rafael Palmeiro,palmera01,55.5
11,148,Red Faber,faberre01,55.4
11,149,Robinson Cano,canoro01,55.1
11,150,John Smoltz,smoltjo01,55.1
12,1,Babe Ruth,ruthba01,134.6
12,2,Walter Johnson,johnswa01,131.3
12,3,Willie Mays,mayswi01,116.5
12,4,Barry Bonds,bondsba01,113.8
12,5,Rogers Hornsby,hornsro01,110.7
12,6,Lou Gehrig,gehrilo01,104.6
12,7,Ted Williams,willite01,104.2
12,8,Ty Cobb,cobbty01,103.1
12,9,Roger Clemens,clemero02,101.0
12,10,Lefty Grove,grovele01,100.5
12,11,Pete Alexander,alexape01,100.3
12,12,Honus Wagner,wagneho01,99.6
12,13,Christy Mathewson,mathech01,99.2
12,14,Stan Musial,musiast01,98.3
12,15,Hank Aaron,aaronha01,98.3
12,16,Alex Rodriguez,rodrial01,97.2
12,17,Tris Speaker,speaktr01,96.7
12,18,Eddie Collins,collied01,94.4
12,19,Mickey Mantle,mantlmi01,93.5
12,20,Mike Schmidt,schmimi01,92.0
12,21,Albert Pujols,pujolal01,91.2
12,22,Randy Johnson,johnsra05,90.6
12,23,Tom Seaver,seaveto01,88.2
12,24,Jimmie Foxx,foxxji01,86.8
12,25,Rickey Henderson,henderi01,86.7
12,26,Nap Lajoie,lajoina01,85.6
12,27,Bob Gibson,gibsobo01,84.8
12,28,Eddie Mathews,matheed01,84.8
12,29,Greg Maddux,maddugr01,83.0
12,30,Mel Ott,ottme01,82.3
12,31,Joe Morgan,morgajo02,82.2
12,32,Pedro Martinez,martipe02,81.4
12,33,Roberto Clemente,clemero01,80.6
12,34,Frank Robinson,robinfr02,80.1
12,35,Phil Niekro,niekrph01,79.9
12,36,Warren Spahn,spahnwa01,79.7
12,37,Gaylord Perry,perryga01,79.4
12,38,Wade Boggs,boggswa01,79.2
12,39,Bert Blyleven,blylebe01,78.5
12,40,Cal Ripken,ripkeca01,78.2
12,41,Carl Yastrzemski,yastrca01,77.6
12,42,Eddie Plank,planked01,77.4
12,43,Ken Griffey,griffke02,76.5
12,44,Steve Carlton,carltst01,76.1
12,45,George Brett,brettge01,76.1
12,46,Cy Young,youngcy01,75.2
12,47,Joe DiMaggio,dimagjo01,75.2
12,48,Robin Roberts,roberro01,74.6
12,49,Curt Schilling,schilcu01,74.4
12,50,Charlie Gehringer,gehrich01,73.7
12,51,Al Kaline,kalinal01,73.0
12,52,Fergie Jenkins,jenkife01,72.4
12,53,Jeff Bagwell,bagweje01,72.0
12,54,Ron Santo,santoro01,71.2
12,55,Adrian Beltre,beltrad01,71.0
12,56,Arky Vaughan,vaughar01,70.9
12,57,Johnny Bench,benchjo01,69.9
12,58,Johnny Mize,mizejo01,69.4
12,59,Mike Mussina,mussimi01,69.0
12,60,Chipper Jones,jonesch06,68.6
12,61,Rod Carew,carewro01,68.5
12,62,Roy Halladay,hallaro01,68.1
12,63,Reggie Jackson,jacksre01,68.1
12,64,Pete Rose,rosepe01,67.5
12,65,Stan Coveleski,covelst01,66.3
12,66,Ed Walsh,walshed01,66.2
12,67,Luke Appling,applilu01,66.2
12,68,Ernie Banks,bankser01,66.0
12,69,Gary Carter,cartega01,66.0
12,70,Brooks Robinson,robinbr01,65.9
12,71,Jim Palmer,palmeji01,65.9
12,72,Don Drysdale,drysddo01,65.8
12,73,Harry Heilmann,heilmha01,65.8
12,74,Edgar Martinez,martied01,65.1
12,75,Bob Feller,fellebo01,64.9
12,76,Jim Bunning,bunniji01,64.9
12,77,Carl Hubbell,hubbeca01,64.9
12,78,Larry Walker,walkela01,64.8
12,79,Wes Ferrell,ferrewe01,64.8
12,80,Scott Rolen,rolensc01,64.8
12,81,Bobby Grich,grichbo01,64.7
12,82,Robin Yount,yountro01,64.7
12,83,Ozzie Smith,smithoz01,64.6
12,84,Kevin Brown,brownke01,64.6
12,85,Al Simmons,simmoal01,64.6
12,86,Paul Waner,wanerpa01,64.4
12,87,Duke Snider,snidedu01,64.3
12,88,Frank Thomas,thomafr04,64.3
12,89,Tom Glavine,glavito02,64.2
12,90,Miguel Cabrera,cabremi01,64.1
12,91,Juan Marichal,maricju01,63.9
12,92,Alan Trammell,trammal01,63.8
12,93,Carlos Beltran,beltrca01,63.6
12,94,Ryne Sandberg,sandbry01,63.6
12,95,Barry Larkin,larkiba01,63.2
12,96,Sam Crawford,crawfsa01,63.2
12,97,Dazzy Vance,vanceda01,63.1
12,98,Nolan Ryan,ryanno01,62.9
12,99,Rick Reuschel,reuscri01,62.8
12,100,Joe Jackson,jacksjo01,62.8
12,101,Andruw Jones,jonesan01,62.8
12,102,Richie Ashburn,ashburi01,62.7
12,103,Chase Utley,utleych01,62.5
12,104,Frankie Frisch,friscfr01,62.5
12,105,Joe Cronin,cronijo01,62.5
12,106,Luis Tiant,tiantlu01,62.5
12,107,Frank Baker,bakerfr01,62.4
12,108,Lou Boudreau,boudrlo01,62.1
12,109,Roberto Alomar,alomaro01,62.1
12,110,Pee Wee Reese,reesepe01,61.7
12,111,Hal Newhouser,newhoha01,61.7
12,112,Manny Ramirez,ramirma02,61.6
12,113,Kenny Lofton,loftoke01,61.5
12,114,Jackie Robinson,robinja02,61.5
12,115,Derek Jeter,jeterde01,61.4
12,116,Ted Lyons,lyonste01,61.3
12,117,David Cone,coneda01,61.3
12,118,Jim Thome,thomeji01,61.1
12,119,Ken Boyer,boyerke01,61.1
12,120,Sal Bando,bandosa01,60.9
12,121,Todd Helton,heltoto01,60.4
12,122,Graig Nettles,nettlgr01,60.4
12,123,Paul Molitor,molitpa01,60.0
12,124,Willie McCovey,mccovwi01,59.4
12,125,Goose Goslin,gosligo01,59.1
12,126,Rafael Palmeiro,palmera01,59.0
12,127,Mike Piazza,piazzmi01,59.0
12,128,Dick Allen,allendi01,59.0
12,129,Mark McGwire,mcgwima01,59.0
12,130,Buddy Bell,bellbu01,59.0
12,131,Tim Raines,raineti01,58.8
12,132,Craig Biggio,biggicr01,58.8
12,133,John Smoltz,smoltjo01,58.8
12,134,Urban Shocker,shockur01,58.8
12,135,Andre Dawson,dawsoan01,58.4
12,136,Jim Edmonds,edmonji01,58.4
12,137,Billy Williams,willibi01,58.4
12,138,Keith Hernandez,hernake01,58.3
12,139,Lou Whitaker,whitalo01,58.2
12,140,Eddie Cicotte,cicoted01,58.2
12,141,Red Faber,faberre01,58.2
12,142,Eddie Murray,murraed02,58.1
12,143,Bobby Bonds,bondsbo01,58.1
12,144,Ichiro Suzuki,suzukic01,58.0
12,145,Sammy Sosa,sosasa01,58.0
12,146,Dave Stieb,stiebda01,57.7
12,147,Reggie Smith,smithre06,57.6
12,148,Hank Greenberg,greenha01,57.6
12,149,George Sisler,sislege01,57.5
12,150,Red Ruffing,ruffire01,57.1
13,1,Babe Ruth,ruthba01,142.9
13,2,Walter Johnson,johnswa01,136.9
13,3,Willie Mays,mayswi01,124.1
13,4,Barry Bonds,bondsba01,121.5
13,5,Rogers Hornsby,hornsro01,116.0
13,6,Ted Williams,willite01,110.2
13,7,Ty Cobb,cobbty01,109.3
13,8,Lou Gehrig,gehrilo01,108.9
13,9,Roger Clemens,clemero02,106.6
13,10,Lefty Grove,grovele01,105.6
13,11,Hank Aaron,aaronha01,105.4
13,12,Pete Alexander,alexape01,105.2
13,13,Honus Wagner,wagneho01,104.8
13,14,Stan Musial,musiast01,103.9
13,15,Tris Speaker,speaktr01,103.0
13,16,Christy Mathewson,mathech01,102.5
13,17,Alex Rodriguez,rodrial01,101.7
13,18,Eddie Collins,collied01,99.5
13,19,Mike Schmidt,schmimi01,98.1
13,20,Mickey Mantle,mantlmi01,97.4
13,21,Albert Pujols,pujolal01,95.1
13,22,Randy Johnson,johnsra05,93.6
13,23,Tom Seaver,seaveto01,93.0
13,24,Rickey Henderson,henderi01,91.4
13,25,Jimmie Foxx,foxxji01,91.1
13,26,Eddie Mathews,matheed01,89.4
13,27,Nap Lajoie,lajoina01,88.3
13,28,Mel Ott,ottme01,87.6
13,29,Bob Gibson,gibsobo01,87.5
13,30,Greg Maddux,maddugr01,87.1
13,31,Joe Morgan,morgajo02,85.8
13,32,Frank Robinson,robinfr02,84.9
13,33,Roberto Clemente,clemero01,84.5
13,34,Warren Spahn,spahnwa01,84.4
13,35,Phil Niekro,niekrph01,83.9
13,36,Pedro Martinez,martipe02,83.8
13,37,Bert Blyleven,blylebe01,83.0
13,38,Gaylord Perry,perryga01,82.6
13,39,Wade Boggs,boggswa01,82.6
13,40,Cal Ripken,ripkeca01,82.0
13,41,Carl Yastrzemski,yastrca01,81.2
13,42,Eddie Plank,planked01,80.9
13,43,Ken Griffey,griffke02,79.8
13,44,George Brett,brettge01,79.4
13,45,Steve Carlton,carltst01,79.0
13,46,Joe DiMaggio,dimagjo01,78.1
13,47,Robin Roberts,roberro01,77.9
13,48,Charlie Gehringer,gehrich01,77.5
13,49,Curt Schilling,schilcu01,77.0
13,50,Al Kaline,kalinal01,76.2
13,51,Fergie Jenkins,jenkife01,75.8
13,52,Jeff Bagwell,bagweje01,75.6
13,53,Cy Young,youngcy01,75.2
13,54,Adrian Beltre,beltrad01,74.3
13,55,Johnny Bench,benchjo01,73.2
13,56,Mike Mussina,mussimi01,72.6
13,57,Arky Vaughan,vaughar01,72.4
13,58,Ron Santo,santoro01,72.2
13,59,Chipper Jones,jonesch06,72.1
13,60,Reggie Jackson,jacksre01,71.2
13,61,Rod Carew,carewro01,71.1
13,62,Pete Rose,rosepe01,70.9
13,63,Johnny Mize,mizejo01,70.3
13,64,Brooks Robinson,robinbr01,69.4
13,65,Roy Halladay,hallaro01,69.0
13,66,Luke Appling,applilu01,68.9
13,67,Harry Heilmann,heilmha01,68.4
13,68,Ernie Banks,bankser01,67.9
13,69,Ozzie Smith,smithoz01,67.9
13,70,Edgar Martinez,martied01,67.7
13,71,Don Drysdale,drysddo01,67.7
13,72,Jim Palmer,palmeji01,67.6
13,73,Larry Walker,walkela01,67.6
13,74,Tom Glavine,glavito02,67.4
13,75,Gary Carter,cartega01,67.3
13,76,Robin Yount,yountro01,67.1
13,77,Carl Hubbell,hubbeca01,67.1
13,78,Kevin Brown,brownke01,66.8
13,79,Alan Trammell,trammal01,66.8
13,80,Paul Waner,wanerpa01,66.6
13,81,Bobby Grich,grichbo01,66.6
13,82,Frank Thomas,thomafr04,66.6
13,83,Bob Feller,fellebo01,66.6
13,84,Scott Rolen,rolensc01,66.6
13,85,Sam Crawford,crawfsa01,66.5
13,86,Stan Coveleski,covelst01,66.4
13,87,Ed Walsh,walshed01,66.3
13,88,Al Simmons,simmoal01,66.1
13,89,Ryne Sandberg,sandbry01,65.9
13,90,Carlos Beltran,beltrca01,65.9
13,91,Jim Bunning,bunniji01,65.9
13,92,Barry Larkin,larkiba01,65.8
13,93,Rick Reuschel,reuscri01,65.7
13,94,Nolan Ryan,ryanno01,65.6
13,95,Duke Snider,snidedu01,65.5
13,96,Juan Marichal,maricju01,65.3
13,97,Frankie Frisch,friscfr01,65.0
13,98,Wes Ferrell,ferrewe01,64.9
13,99,Luis Tiant,tiantlu01,64.9
13,100,Richie Ashburn,ashburi01,64.8
13,101,Roberto Alomar,alomaro01,64.8
