idx,rank,player,playerid,war
5,34,Wes Ferrell,ferrewe01,43.4
5,35,Robin Roberts,roberro01,43.3
5,36,Mike Schmidt,schmimi01,43.2
5,37,Steve Carlton,carltst01,43.2
5,38,Bob Feller,fellebo01,43.1
5,39,Hal Newhouser,newhoha01,43.0
5,40,Greg Maddux,maddugr01,42.7
5,41,Sandy Koufax,koufasa01,42.7
5,42,Juan Marichal,maricju01,42.6
5,43,Jackie Robinson,robinja02,42.2
5,44,Phil Niekro,niekrph01,42.2
5,45,Wade Boggs,boggswa01,42.0
5,46,Ernie Banks,bankser01,42.0
5,47,Ron Santo,santoro01,41.9
5,48,Gaylord Perry,perryga01,41.8
5,49,Dazzy Vance,vanceda01,41.5
5,50,Ken Griffey,griffke02,41.5
5,51,George Brett,brettge01,41.4
5,52,Joe McGinnity,mcginjo01,41.2
5,53,Joe Jackson,jacksjo01,40.9
5,54,Wilbur Wood,woodwi01,40.9
5,55,Fergie Jenkins,jenkife01,40.8
5,56,Stan Coveleski,covelst01,40.6
5,57,Warren Spahn,spahnwa01,40.0
5,58,Roberto Clemente,clemero01,39.9
5,59,Eddie Mathews,matheed01,39.7
5,60,Duke Snider,snidedu01,39.7
5,61,Lou Boudreau,boudrlo01,39.7
5,62,Roy Halladay,hallaro01,39.6
5,63,Chase Utley,utleych01,39.5
5,64,Frank Robinson,robinfr02,39.5
5,65,Joe DiMaggio,dimagjo01,39.5
5,66,Mel Ott,ottme01,39.3
5,67,Arky Vaughan,vaughar01,39.0
5,68,Jim Bunning,bunniji01,39.0
5,69,Rod Carew,carewro01,38.7
5,70,Bert Blyleven,blylebe01,38.4
5,71,Carl Hubbell,hubbeca01,38.3
5,72,Charlie Gehringer,gehrich01,38.2
5,73,Nap Rucker,ruckena01,38.1
5,74,Mike Trout,troutmi01,37.9
5,75,Curt Schilling,schilcu01,37.9
5,76,Clayton Kershaw,kershcl01,37.8
5,77,Eddie Plank,planked01,37.6
5,78,Eddie Cicotte,cicoted01,37.5
5,79,Adrian Beltre,beltrad01,37.4
5,80,Kevin Brown,brownke01,37.4
5,81,George Sisler,sislege01,37.4
5,82,Todd Helton,heltoto01,37.4
5,83,Robinson Cano,canoro01,37.4
5,84,Al Kaline,kalinal01,37.2
5,85,Jeff Bagwell,bagweje01,37.0
5,86,Dick Allen,allendi01,36.7
5,87,Frank Baker,bakerfr01,36.7
5,88,Harry Heilmann,heilmha01,36.6
5,89,Johnny Bench,benchjo01,36.5
5,90,Gary Carter,cartega01,36.5
5,91,Robin Yount,yountro01,36.5
5,92,Ryne Sandberg,sandbry01,36.4
5,93,Brooks Robinson,robinbr01,36.2
5,94,Ralph Kiner,kinerra01,36.2
5,95,Vic Willis,willivi01,36.1
5,96,Zack Greinke,greinza01,36.0
5,97,Hank Greenberg,greenha01,36.0
5,98,Andruw Jones,jonesan01,35.9
5,99,Johnny Mize,mizejo01,35.9
5,100,Reggie Jackson,jacksre01,35.9
5,101,Bret Saberhagen,saberbr01,35.8
5,102,Johan Santana,santajo02,35.8
5,103,Dizzy Dean,deandi01,35.6
5,104,Al Simmons,simmoal01,35.5
5,105,Jim Palmer,palmeji01,35.4
5,106,Urban Shocker,shockur01,35.4
5,107,Dave Stieb,stiebda01,35.4
5,108,Frankie Frisch,friscfr01,35.4
5,109,George Uhle,uhlege01,35.1
5,110,Chipper Jones,jonesch06,35.0
5,111,Red Faber,faberre01,34.9
5,112,Bobby Grich,grichbo01,34.9
5,113,Hippo Vaughn,vaughhi01,34.9
5,114,Luis Tiant,tiantlu01,34.8
5,115,Larry Walker,walkela01,34.8
5,116,Joe Cronin,cronijo01,34.8
5,117,Joe Gordon,gordojo01,34.7
5,118,Jason Giambi,giambja01,34.7
5,119,Tom Glavine,glavito02,34.6
5,120,Ken Boyer,boyerke01,34.6
5,121,Bucky Walters,waltebu01,34.4
5,122,Nomar Garciaparra,garcino01,34.4
5,123,Mordecai Brown,brownmo01,34.3
5,124,Kevin Appier,appieke01,34.2
5,125,Russ Ford,fordru01,34.2
5,126,Carlos Beltran,beltrca01,34.2
5,127,Miguel Cabrera,cabremi01,34.2
5,128,Willie McCovey,mccovwi01,34.0
5,129,Mark Langston,langsma01,33.9
5,130,Cliff Lee,leecl02,33.9
5,131,Alan Trammell,trammal01,33.9
5,132,Andre Dawson,dawsoan01,33.8
5,133,Don Drysdale,drysddo01,33.7
5,134,Frank Thomas,thomafr04,33.7
5,135,Pete Rose,rosepe01,33.7
5,136,Scott Rolen,rolensc01,33.6
5,137,Mike Mussina,mussimi01,33.6
5,138,Evan Longoria,longoev01,33.6
5,139,Ichiro Suzuki,suzukic01,33.6
5,140,Mike Piazza,piazzmi01,33.6
5,141,David Cone,coneda01,33.6
5,142,Sammy Sosa,sosasa01,33.6
5,143,Rick Reuschel,reuscri01,33.5
5,144,Sam McDowell,mcdowsa01,33.5
5,145,Burleigh Grimes,grimebu01,33.4
5,146,Luke Appling,applilu01,33.3
5,147,Joey Votto,vottojo01,33.3
5,148,Nolan Ryan,ryanno01,33.3
5,149,Richie Ashburn,ashburi01,33.1
5,150,Jimmy Wynn,wynnji01,33.1
6,1,Walter Johnson,johnswa01,78.7
6,2,Babe Ruth,ruthba01,74.4
6,3,Willie Mays,mayswi01,64.2
6,4,Rogers Hornsby,hornsro01,63.6
6,5,Barry Bonds,bondsba01,63.5
6,6,Pete Alexander,alexape01,62.5
6,7,Ty Cobb,cobbty01,61.0
6,8,Ted Williams,willite01,60.8
6,9,Lou Gehrig,gehrilo01,59.0
6,10,Cy Young,youngcy01,59.0
6,11,Christy Mathewson,mathech01,58.8
6,12,Lefty Grove,grovele01,58.8
6,13,Roger Clemens,clemero02,58.2
6,14,Mickey Mantle,mantlmi01,58.1
6,15,Ed Walsh,walshed01,57.5
6,16,Honus Wagner,wagneho01,57.3
6,17,Eddie Collins,collied01,56.3
6,18,Stan Musial,musiast01,56.2
6,19,Alex Rodriguez,rodrial01,55.8
6,20,Randy Johnson,johnsra05,55.5
6,21,Bob Gibson,gibsobo01,55.2
6,22,Tris Speaker,speaktr01,54.4
6,23,Joe Morgan,morgajo02,53.5
6,24,Albert Pujols,pujolal01,53.2
6,25,Tom Seaver,seaveto01,52.9
6,26,Nap Lajoie,lajoina01,52.7
6,27,Pedro Martinez,martipe02,52.6
6,28,Jimmie Foxx,foxxji01,52.4
6,29,Hank Aaron,aaronha01,52.1
6,30,Mike Schmidt,schmimi01,50.9
6,31,Rickey Henderson,henderi01,50.8
6,32,Cal Ripken,ripkeca01,50.4
6,33,Carl Yastrzemski,yastrca01,50.0
6,34,Wes Ferrell,ferrewe01,50.0
6,35,Robin Roberts,roberro01,49.9
6,36,Greg Maddux,maddugr01,49.8
6,37,Wade Boggs,boggswa01,49.8
6,38,Steve Carlton,carltst01,48.9
6,39,Phil Niekro,niekrph01,48.9
6,40,Hal Newhouser,newhoha01,48.7
6,41,Ron Santo,santoro01,48.3
6,42,Bob Feller,fellebo01,48.2
6,43,Juan Marichal,maricju01,48.2
6,44,Ken Griffey,griffke02,48.1
6,45,Rube Waddell,wadderu01,48.0
6,46,Gaylord Perry,perryga01,47.7
6,47,Jackie Robinson,robinja02,47.5
6,48,George Brett,brettge01,47.4
6,49,Ernie Banks,bankser01,47.3
6,50,Roberto Clemente,clemero01,47.1
6,51,Sandy Koufax,koufasa01,47.1
6,52,Stan Coveleski,covelst01,47.1
6,53,Eddie Mathews,matheed01,47.1
6,54,Joe Jackson,jacksjo01,46.8
6,55,Fergie Jenkins,jenkife01,46.7
6,56,Dazzy Vance,vanceda01,46.6
6,57,Mel Ott,ottme01,46.4
6,58,Frank Robinson,robinfr02,46.4
6,59,Warren Spahn,spahnwa01,45.9
6,60,Roy Halladay,hallaro01,45.8
6,61,Joe DiMaggio,dimagjo01,45.5
6,62,Arky Vaughan,vaughar01,45.4
6,63,Chase Utley,utleych01,45.3
6,64,Duke Snider,snidedu01,44.9
6,65,Bert Blyleven,blylebe01,44.8
6,66,Charlie Gehringer,gehrich01,44.7
6,67,Wilbur Wood,woodwi01,44.6
6,68,Jim Bunning,bunniji01,44.4
6,69,Rod Carew,carewro01,44.3
6,70,Lou Boudreau,boudrlo01,44.2
6,71,Eddie Plank,planked01,44.2
6,72,Joe McGinnity,mcginjo01,44.1
6,73,Curt Schilling,schilcu01,43.9
6,74,Clayton Kershaw,kershcl01,43.2
6,75,Adrian Beltre,beltrad01,43.2
6,76,Al Kaline,kalinal01,43.2
6,77,Carl Hubbell,hubbeca01,43.2
6,78,Robinson Cano,canoro01,43.0
6,79,George Sisler,sislege01,43.0
6,80,Nap Rucker,ruckena01,42.9
6,81,Jeff Bagwell,bagweje01,42.8
6,82,Gary Carter,cartega01,42.4
6,83,Johnny Mize,mizejo01,42.4
6,84,Ryne Sandberg,sandbry01,42.2
6,85,Robin Yount,yountro01,42.2
6,86,Kevin Brown,brownke01,42.1
6,87,Hank Greenberg,greenha01,42.1
6,88,Johnny Bench,benchjo01,42.1
6,89,Dick Allen,allendi01,42.0
6,90,Todd Helton,heltoto01,42.0
6,91,Harry Heilmann,heilmha01,42.0
6,92,Frank Baker,bakerfr01,41.9
6,93,Jim Palmer,palmeji01,41.8
6,94,Andruw Jones,jonesan01,41.5
6,95,Reggie Jackson,jacksre01,41.5
6,96,Brooks Robinson,robinbr01,41.2
6,97,Eddie Cicotte,cicoted01,41.2
6,98,Chipper Jones,jonesch06,40.9
6,99,Bobby Grich,grichbo01,40.8
6,100,Ralph Kiner,kinerra01,40.7
6,101,Al Simmons,simmoal01,40.7
6,102,Ken Boyer,boyerke01,40.6
6,103,Johan Santana,santajo02,40.6
6,104,Joe Gordon,gordojo01,40.6
6,105,Vic Willis,willivi01,40.6
6,106,Nomar Garciaparra,garcino01,40.5
6,107,Urban Shocker,shockur01,40.3
6,108,Dizzy Dean,deandi01,40.3
6,109,Dave Stieb,stiebda01,40.3
6,110,Luis Tiant,tiantlu01,40.2
6,111,Frankie Frisch,friscfr01,40.0
6,112,Larry Walker,walkela01,39.9
6,113,Alan Trammell,trammal01,39.9
6,114,Joe Cronin,cronijo01,39.8
6,115,Willie McCovey,mccovwi01,39.8
6,116,Zack Greinke,greinza01,39.8
6,117,George Uhle,uhlege01,39.7
6,118,Tom Glavine,glavito02,39.7
6,119,Frank Thomas,thomafr04,39.7
6,120,Bret Saberhagen,saberbr01,39.6
6,121,Carlos Beltran,beltrca01,39.6
6,122,Don Drysdale,drysddo01,39.4
6,123,Miguel Cabrera,cabremi01,39.4
6,124,Hippo Vaughn,vaughhi01,39.4
6,125,Jason Giambi,giambja01,39.3
6,126,Pete Rose,rosepe01,39.2
6,127,Mike Mussina,mussimi01,39.2
6,128,Rick Reuschel,reuscri01,39.0
6,129,Bucky Walters,waltebu01,38.9
6,130,Scott Rolen,rolensc01,38.9
6,131,Ichiro Suzuki,suzukic01,38.9
6,132,Kevin Appier,appieke01,38.9
6,133,Sammy Sosa,sosasa01,38.9
6,134,Richie Ashburn,ashburi01,38.8
6,135,David Cone,coneda01,38.7
6,136,Sal Bando,bandosa01,38.7
6,137,Luke Appling,applilu01,38.7
6,138,Mike Piazza,piazzmi01,38.7
6,139,Red Faber,faberre01,38.6
6,140,Andre Dawson,dawsoan01,38.5
6,141,Mark Langston,langsma01,38.5
6,142,Nolan Ryan,ryanno01,38.5
6,143,Cliff Lee,leecl02,38.5
6,144,Tim Raines,raineti01,38.4
6,145,Jimmy Wynn,wynnji01,38.4
6,146,Kenny Lofton,loftoke01,38.4
6,147,Roberto Alomar,alomaro01,38.3
6,148,Mordecai Brown,brownmo01,38.2
6,149,Sam McDowell,mcdowsa01,38.2
6,150,Joey Votto,vottojo01,38.1
7,1,Walter Johnson,johnswa01,89.5
7,2,Babe Ruth,ruthba01,84.9
7,3,Willie Mays,mayswi01,73.7
7,4,Rogers Hornsby,hornsro01,73.5
7,5,Barry Bonds,bondsba01,72.7
7,6,Pete Alexander,alexape01,70.1
7,7,Ted Williams,willite01,69.2
7,8,Ty Cobb,cobbty01,69.0
7,9,Lou Gehrig,gehrilo01,67.7
7,10,Christy Mathewson,mathech01,66.6
7,11,Cy Young,youngcy01,66.6
7,12,Lefty Grove,grovele01,66.5
7,13,Roger Clemens,clemero02,66.3
7,14,Honus Wagner,wagneho01,65.4
7,15,Mickey Mantle,mantlmi01,64.7
7,16,Eddie Collins,collied01,64.2
7,17,Alex Rodriguez,rodrial01,64.2
7,18,Stan Musial,musiast01,64.2
7,19,Randy Johnson,johnsra05,63.5
7,20,Ed Walsh,walshed01,62.2
7,21,Tris Speaker,speaktr01,62.1
7,22,Bob Gibson,gibsobo01,61.6
7,23,Albert Pujols,pujolal01,61.6
7,24,Nap Lajoie,lajoina01,60.3
7,25,Hank Aaron,aaronha01,60.1
7,26,Tom Seaver,seaveto01,59.5
7,27,Jimmie Foxx,foxxji01,59.5
7,28,Joe Morgan,morgajo02,59.1
7,29,Pedro Martinez,martipe02,59.1
7,30,Mike Schmidt,schmimi01,58.5
7,31,Rickey Henderson,henderi01,57.4
7,32,Greg Maddux,maddugr01,56.5
7,33,Wade Boggs,boggswa01,56.2
7,34,Cal Ripken,ripkeca01,56.1
7,35,Robin Roberts,roberro01,55.7
7,36,Carl Yastrzemski,yastrca01,55.5
7,37,Phil Niekro,niekrph01,55.2
7,38,Wes Ferrell,ferrewe01,54.9
7,39,Steve Carlton,carltst01,54.4
7,40,Eddie Mathews,matheed01,54.4
7,41,Roberto Clemente,clemero01,54.3
7,42,Ken Griffey,griffke02,53.9
7,43,Ron Santo,santoro01,53.8
7,44,Gaylord Perry,perryga01,53.5
7,45,Stan Coveleski,covelst01,53.4
7,46,George Brett,brettge01,53.2
7,47,Frank Robinson,robinfr02,52.9
7,48,Mel Ott,ottme01,52.8
7,49,Hal Newhouser,newhoha01,52.8
7,50,Joe Jackson,jacksjo01,52.5
7,51,Bob Feller,fellebo01,52.5
7,52,Juan Marichal,maricju01,52.4
7,53,Fergie Jenkins,jenkife01,52.3
7,54,Jackie Robinson,robinja02,52.1
7,55,Ernie Banks,bankser01,51.9
7,56,Warren Spahn,spahnwa01,51.8
7,57,Rube Waddell,wadderu01,51.5
7,58,Roy Halladay,hallaro01,51.3
7,59,Dazzy Vance,vanceda01,51.2
7,60,Joe DiMaggio,dimagjo01,50.9
7,61,Bert Blyleven,blylebe01,50.9
7,62,Arky Vaughan,vaughar01,50.6
7,63,Eddie Plank,planked01,50.5
7,64,Charlie Gehringer,gehrich01,50.5
7,65,Duke Snider,snidedu01,50.0
7,66,Curt Schilling,schilcu01,49.8
7,67,Rod Carew,carewro01,49.7
7,68,Jim Bunning,bunniji01,49.6
7,69,Sandy Koufax,koufasa01,49.2
7,70,Chase Utley,utleych01,49.1
7,71,Adrian Beltre,beltrad01,48.8
7,72,Al Kaline,kalinal01,48.8
7,73,Johnny Mize,mizejo01,48.8
7,74,Lou Boudreau,boudrlo01,48.7
7,75,George Sisler,sislege01,48.3
7,76,Gary Carter,cartega01,48.2
7,77,Jeff Bagwell,bagweje01,48.2
7,78,Jim Palmer,palmeji01,48.0
7,79,Clayton Kershaw,kershcl01,47.9
7,80,Hank Greenberg,greenha01,47.7
7,81,Robinson Cano,canoro01,47.5
7,82,Carl Hubbell,hubbeca01,47.4
7,83,Robin Yount,yountro01,47.2
7,84,Wilbur Wood,woodwi01,47.1
7,85,Harry Heilmann,heilmha01,47.1
7,86,Johnny Bench,benchjo01,47.1
7,87,Frank Baker,bakerfr01,46.8
7,88,Ryne Sandberg,sandbry01,46.8
7,89,Reggie Jackson,jacksre01,46.8
7,90,Kevin Brown,brownke01,46.7
7,91,Chipper Jones,jonesch06,46.6
7,92,Nap Rucker,ruckena01,46.6
7,93,Andruw Jones,jonesan01,46.4
7,94,Todd Helton,heltoto01,46.4
7,95,Joe McGinnity,mcginjo01,46.3
7,96,Bobby Grich,grichbo01,46.3
7,97,Ken Boyer,boyerke01,46.3
7,98,Dick Allen,allendi01,45.9
7,99,Joe Gordon,gordojo01,45.8
7,100,Brooks Robinson,robinbr01,45.8
7,101,Al Simmons,simmoal01,45.7
7,102,Luis Tiant,tiantlu01,45.5
7,103,Frank Thomas,thomafr04,45.2
7,104,Urban Shocker,shockur01,45.0
7,105,Don Drysdale,drysddo01,44.9
7,106,Willie McCovey,mccovwi01,44.8
7,107,Johan Santana,santajo02,44.8
7,108,Dave Stieb,stiebda01,44.8
7,109,Pete Rose,rosepe01,44.7
7,110,Eddie Cicotte,cicoted01,44.7
7,111,Alan Trammell,trammal01,44.6
7,112,Miguel Cabrera,cabremi01,44.6
7,113,Larry Walker,walkela01,44.6
7,114,Mike Mussina,mussimi01,44.6
7,115,Frankie Frisch,friscfr01,44.4
7,116,Rick Reuschel,reuscri01,44.4
7,117,Sal Bando,bandosa01,44.3
7,118,Carlos Beltran,beltrca01,44.3
7,119,Tom Glavine,glavito02,44.3
7,120,Vic Willis,willivi01,44.3
7,121,Richie Ashburn,ashburi01,44.3
7,122,Joe Cronin,cronijo01,43.9
7,123,David Cone,coneda01,43.8
7,124,Luke Appling,applilu01,43.8
7,125,Sammy Sosa,sosasa01,43.7
7,126,Ralph Kiner,kinerra01,43.6
7,127,Nolan Ryan,ryanno01,43.6
7,128,Edgar Martinez,martied01,43.6
7,129,Ichiro Suzuki,suzukic01,43.6
7,130,Scott Rolen,rolensc01,43.5
7,131,Zack Greinke,greinza01,43.5
7,132,George Uhle,uhlege01,43.5
7,133,Kevin Appier,appieke01,43.4
7,134,Bret Saberhagen,saberbr01,43.3
7,135,Goose Goslin,gosligo01,43.3
7,136,Kenny Lofton,loftoke01,43.3
7,137,Jimmy Wynn,wynnji01,43.2
7,138,Mike Piazza,piazzmi01,43.1
7,139,Barry Larkin,larkiba01,43.1
7,140,Bucky Walters,waltebu01,43.0
7,141,Nomar Garciaparra,garcino01,43.0
7,142,Dizzy Dean,deandi01,42.8
7,143,Roberto Alomar,alomaro01,42.8
7,144,Hippo Vaughn,vaughhi01,42.8
7,145,Jim Edmonds,edmonji01,42.5
7,146,Andre Dawson,dawsoan01,42.5
7,147,Graig Nettles,nettlgr01,42.3
7,148,Ozzie Smith,smithoz01,42.3
7,149,Red Faber,faberre01,42.3
7,150,Derek Jeter,jeterde01,42.2
8,1,Walter Johnson,johnswa01,100.2
8,2,Babe Ruth,ruthba01,95.3
8,3,Rogers Hornsby,hornsro01,83.1
8,4,Willie Mays,mayswi01,82.7
8,5,Barry Bonds,bondsba01,81.7
8,6,Ted Williams,willite01,77.0
8,7,Pete Alexander,alexape01,76.9
8,8,Ty Cobb,cobbty01,76.4
8,9,Lou Gehrig,gehrilo01,75.6
8,10,Christy Mathewson,mathech01,74.4
8,11,Roger Clemens,clemero02,74.3
8,12,Lefty Grove,grovele01,73.9
8,13,Honus Wagner,wagneho01,73.0
8,14,Alex Rodriguez,rodrial01,72.5
8,15,Stan Musial,musiast01,71.9
8,16,Eddie Collins,collied01,71.3
8,17,Mickey Mantle,mantlmi01,71.2
8,18,Randy Johnson,johnsra05,70.3
8,19,Cy Young,youngcy01,69.9
8,20,Tris Speaker,speaktr01,69.8
8,21,Albert Pujols,pujolal01,69.1
8,22,Hank Aaron,aaronha01,68.1
8,23,Bob Gibson,gibsobo01,67.6
8,24,Nap Lajoie,lajoina01,66.7
8,25,Jimmie Foxx,foxxji01,66.4
8,26,Tom Seaver,seaveto01,66.0
8,27,Mike Schmidt,schmimi01,65.9
8,28,Joe Morgan,morgajo02,64.8
8,29,Pedro Martinez,martipe02,64.7
8,30,Rickey Henderson,henderi01,63.7
8,31,Ed Walsh,walshed01,63.7
8,32,Wade Boggs,boggswa01,62.4
8,33,Greg Maddux,maddugr01,62.3
8,34,Cal Ripken,ripkeca01,61.6
8,35,Eddie Mathews,matheed01,61.6
8,36,Phil Niekro,niekrph01,60.8
8,37,Roberto Clemente,clemero01,60.6
8,38,Carl Yastrzemski,yastrca01,60.6
8,39,Robin Roberts,roberro01,60.3
8,40,Wes Ferrell,ferrewe01,59.8
8,41,Ken Griffey,griffke02,59.4
8,42,Steve Carlton,carltst01,59.3
8,43,Mel Ott,ottme01,59.3
8,44,Gaylord Perry,perryga01,59.1
8,45,Frank Robinson,robinfr02,59.1
8,46,Ron Santo,santoro01,58.7
8,47,George Brett,brettge01,58.5
8,48,Stan Coveleski,covelst01,57.9
8,49,Warren Spahn,spahnwa01,57.7
8,50,Fergie Jenkins,jenkife01,57.5
8,51,Joe Jackson,jacksjo01,57.1
8,52,Bert Blyleven,blylebe01,57.0
8,53,Eddie Plank,planked01,56.9
8,54,Roy Halladay,hallaro01,56.5
8,55,Joe DiMaggio,dimagjo01,56.2
8,56,Bob Feller,fellebo01,55.9
8,57,Jackie Robinson,robinja02,55.7
8,58,Arky Vaughan,vaughar01,55.7
8,59,Charlie Gehringer,gehrich01,55.6
8,60,Curt Schilling,schilcu01,55.4
8,61,Ernie Banks,bankser01,55.3
8,62,Juan Marichal,maricju01,55.3
8,63,Hal Newhouser,newhoha01,55.1
8,64,Dazzy Vance,vanceda01,55.0
8,65,Johnny Mize,mizejo01,54.8
8,66,Rod Carew,carewro01,54.7
8,67,Duke Snider,snidedu01,54.5
8,68,Rube Waddell,wadderu01,54.4
8,69,Adrian Beltre,beltrad01,54.4
8,70,Al Kaline,kalinal01,54.4
8,71,Gary Carter,cartega01,53.6
8,72,Jeff Bagwell,bagweje01,53.5
8,73,Jim Bunning,bunniji01,53.5
8,74,Lou Boudreau,boudrlo01,52.9
8,75,Jim Palmer,palmeji01,52.8
8,76,Chase Utley,utleych01,52.8
8,77,Chipper Jones,jonesch06,52.3
8,78,Robin Yount,yountro01,52.1
8,79,Johnny Bench,benchjo01,52.0
8,80,Reggie Jackson,jacksre01,51.9
8,81,Harry Heilmann,heilmha01,51.7
8,82,Carl Hubbell,hubbeca01,51.6
8,83,Ken Boyer,boyerke01,51.4
8,84,Frank Baker,bakerfr01,51.4
8,85,Andruw Jones,jonesan01,51.3
8,86,Hank Greenberg,greenha01,51.1
8,87,George Sisler,sislege01,51.1
8,88,Kevin Brown,brownke01,51.0
8,89,Robinson Cano,canoro01,50.9
8,90,Sandy Koufax,koufasa01,50.7
8,91,Bobby Grich,grichbo01,50.6
8,92,Frank Thomas,thomafr04,50.5
8,93,Ryne Sandberg,sandbry01,50.5
8,94,Al Simmons,simmoal01,50.3
8,95,Brooks Robinson,robinbr01,50.3
8,96,Joe Gordon,gordojo01,49.9
8,97,Pete Rose,rosepe01,49.8
8,98,Mike Mussina,mussimi01,49.8
8,99,Urban Shocker,shockur01,49.7
8,100,Todd Helton,heltoto01,49.7
8,101,Wilbur Wood,woodwi01,49.7
8,102,Miguel Cabrera,cabremi01,49.7
8,103,Luis Tiant,tiantlu01,49.6
8,104,Don Drysdale,drysddo01,49.6
8,105,Dick Allen,allendi01,49.5
8,106,Clayton Kershaw,kershcl01,49.3
8,107,Larry Walker,walkela01,49.2
8,108,Sal Bando,bandosa01,49.2
8,109,Edgar Martinez,martied01,49.1
8,110,Dave Stieb,stiebda01,49.1
8,111,Carlos Beltran,beltrca01,48.9
8,112,Luke Appling,applilu01,48.9
8,113,Alan Trammell,trammal01,48.9
8,114,Richie Ashburn,ashburi01,48.9
8,115,Tom Glavine,glavito02,48.8
8,116,Nap Rucker,ruckena01,48.8
8,117,Nolan Ryan,ryanno01,48.7
8,118,Rick Reuschel,reuscri01,48.5
8,119,Johan Santana,santajo02,48.5
8,120,Frankie Frisch,friscfr01,48.4
8,121,David Cone,coneda01,48.2
8,122,Barry Larkin,larkiba01,48.2
8,123,Scott Rolen,rolensc01,48.2
8,124,Willie McCovey,mccovwi01,48.0
8,125,Joe Cronin,cronijo01,47.9
8,126,Jimmy Wynn,wynnji01,47.9
8,127,Eddie Cicotte,cicoted01,47.8
8,128,Sammy Sosa,sosasa01,47.7
8,129,Vic Willis,willivi01,47.6
8,130,Ichiro Suzuki,suzukic01,47.5
8,131,Kenny Lofton,loftoke01,47.4
8,132,Mike Piazza,piazzmi01,47.4
8,133,Ozzie Smith,smithoz01,47.3
8,134,Roberto Alomar,alomaro01,47.2
8,135,Jim Edmonds,edmonji01,47.2
8,136,Joe McGinnity,mcginjo01,47.1
8,137,Graig Nettles,nettlgr01,47.1
8,138,Goose Goslin,gosligo01,47.0
8,139,Paul Waner,wanerpa01,47.0
8,140,Mark McGwire,mcgwima01,47.0
8,141,Zack Greinke,greinza01,46.9
8,142,Bret Saberhagen,saberbr01,46.9
8,143,Kevin Appier,appieke01,46.9
8,144,George Uhle,uhlege01,46.8
8,145,Derek Jeter,jeterde01,46.4
8,146,Ralph Kiner,kinerra01,46.4
8,147,Andre Dawson,dawsoan01,46.4
8,148,Hippo Vaughn,vaughhi01,46.1
8,149,Jim Thome,thomeji01,46.1
8,150,Ted Lyons,lyonste01,46.1
9,1,Walter Johnson,johnswa01,109.0
9,2,Babe Ruth,ruthba01,105.6
9,3,Rogers Hornsby,hornsro01,91.9
9,4,Willie Mays,mayswi01,91.7
9,5,Barry Bonds,bondsba01,89.8
9,6,Ted Williams,willite01,84.2
9,7,Pete Alexander,alexape01,83.3
9,8,Lou Gehrig,gehrilo01,83.3
9,9,Ty Cobb,cobbty01,83.2
9,10,Roger Clemens,clemero02,82.1
9,11,Christy Mathewson,mathech01,81.8
9,12,Lefty Grove,grovele01,81.1
9,13,Honus Wagner,wagneho01,80.3
9,14,Alex Rodriguez,rodrial01,80.1
9,15,Stan Musial,musiast01,79.2
9,16,Eddie Collins,collied01,77.8
9,17,Mickey Mantle,mantlmi01,77.5
9,18,Tris Speaker,speaktr01,76.9
9,19,Randy Johnson,johnsra05,76.1
9,20,Hank Aaron,aaronha01,75.9
9,21,Albert Pujols,pujolal01,75.7
9,22,Mike Schmidt,schmimi01,72.9
9,23,Bob Gibson,gibsobo01,72.6
9,24,Cy Young,youngcy01,72.3
9,25,Jimmie Foxx,foxxji01,72.3
9,26,Tom Seaver,seaveto01,72.1
9,27,Nap Lajoie,lajoina01,72.1
9,28,Rickey Henderson,henderi01,70.0
9,29,Joe Morgan,morgajo02,69.8
9,30,Pedro Martinez,martipe02,69.8
9,31,Eddie Mathews,matheed01,68.1
9,32,Greg Maddux,maddugr01,68.0
9,33,Wade Boggs,boggswa01,66.9
9,34,Cal Ripken,ripkeca01,66.3
9,35,Roberto Clemente,clemero01,66.1
9,36,Phil Niekro,niekrph01,66.0
9,37,Carl Yastrzemski,yastrca01,65.6
9,38,Mel Ott,ottme01,65.5
9,39,Ed Walsh,walshed01,65.0
9,40,Frank Robinson,robinfr02,64.9
9,41,Ken Griffey,griffke02,64.6
9,42,Gaylord Perry,perryga01,64.6
9,43,Robin Roberts,roberro01,64.1
9,44,George Brett,brettge01,63.7
9,45,Steve Carlton,carltst01,63.7
9,46,Warren Spahn,spahnwa01,63.3
9,47,Wes Ferrell,ferrewe01,63.2
9,48,Ron Santo,santoro01,62.9
9,49,Bert Blyleven,blylebe01,62.8
9,50,Eddie Plank,planked01,62.4
9,51,Stan Coveleski,covelst01,61.7
9,52,Fergie Jenkins,jenkife01,61.5
9,53,Joe DiMaggio,dimagjo01,61.3
9,54,Curt Schilling,schilcu01,60.6
9,55,Joe Jackson,jacksjo01,60.6
9,56,Charlie Gehringer,gehrich01,60.5
9,57,Arky Vaughan,vaughar01,60.2
9,58,Johnny Mize,mizejo01,60.2
9,59,Roy Halladay,hallaro01,60.2
9,60,Al Kaline,kalinal01,59.9
9,61,Adrian Beltre,beltrad01,59.8
9,62,Rod Carew,carewro01,59.3
9,63,Bob Feller,fellebo01,59.1
9,64,Jackie Robinson,robinja02,58.9
9,65,Dazzy Vance,vanceda01,58.4
9,66,Ernie Banks,bankser01,58.4
9,67,Jeff Bagwell,bagweje01,58.4
