pitcher,npa,year,icpt_dra_0,icpt_dra_bases_outs,icpt_dra_bats_stadium,icpt_dra_batter,icpt_dra_catcher,icpt_dra_csaa,icpt_dra_fraa_bat_home_id,icpt_dra_full,icpt_dra_inn_bat_home_id,icpt_dra_inn_scorediff,icpt_dra_role,icpt_dra_temp_log,icpt_dra_umpire
bailr001,835,1997,0.0129647360132603,0.0130861661912189,-0.000797338354950632,0.0134494570457691,0.00474900108321059,0.00472019877001179,0.0122578018515312,-0.00561717801936667,0.0119359744819384,0.0120828381033785,0.0110150265354841,0.0132539232686523,0.0132395331840818
bails001,91,1997,-0.00636223313903489,-0.00623329928768383,-0.00681894517360523,-0.0078886212561597,-0.00602519454284261,-0.00563256166891811,-0.00642400580230157,-0.00659332242590547,-0.00601527656969286,-0.00587542131244089,-0.00575738561584009,-0.00668359065126444,-0.0063990583999487
baldj002,878,1997,-0.00254255619102062,-0.00238286593962791,-0.00127127159544237,-0.00270904436102842,-0.00331928976879553,-2.86602707267747e-05,-0.00474025655376899,-0.00472500321045944,-0.0034863566606411,-0.00366542848852398,-0.00463500703381715,-0.00253809359254706,-0.00252921118027088
bankw001,57,1997,-0.00871190164695802,-0.00869979631566042,-0.00833859043035211,-0.00922324516000916,-0.00687439490273258,-0.00780189085746381,-0.00853093111407171,-0.0068243279369611,-0.00813385382838649,-0.00875507080556107,-0.00886487321256418,-0.00891940103383663,-0.00867512831448082
barrm002,18,1997,0.00458331665159174,0.00446737204518572,0.00455084094207506,0.00543711427239083,0.00393012046969625,0.00395823315098704,0.00430462576578127,0.00446319716112059,0.00433793972519923,0.00402852618274414,0.0048668995818168,0.00488617706833989,0.00458327596558193
batcr001,138,1997,0.0122817984643748,0.0116852594747274,0.0136708542338352,0.0102018655230855,0.0108998500763008,0.0118892450936918,0.0108204181379073,0.011546980414009,0.0118818688440258,0.0123770914327367,0.0135034048074778,0.0124945631060265,0.0122749851519821
batim001,168,1997,0.00261966340914156,0.00257969079753517,0.00369886547120781,0.00186394401165174,0.00221926289004555,0.00160770041317206,0.00436257798370553,0.00213592023995815,0.00154004316266446,0.00196158080347663,0.00206512621417599,0.00236199972064773,0.00281590615773861
bautj001,241,1997,0.00994741492098548,0.00989213054023568,0.00940475797385802,0.00955278120242479,0.0094802955024174,0.0113191359962234,0.00890775281144632,0.0102777814593456,0.00972924385295557,0.00927089570569465,0.0115346091014155,0.0099884445397024,0.00984950194732094
beckr001,280,1997,-0.020602214372191,-0.0202614516030441,-0.0174813217489391,-0.0223182269339917,-0.0181226888476643,-0.0183008381382888,-0.0176551820711898,-0.0108955378421265,-0.0157242202819791,-0.0154863265657534,-0.019319616133668,-0.020739803301463,-0.0203965353452309
beckr003,7,1997,-0.00103631911697608,-0.00104465270003515,-0.00150135515142181,-0.000503359846792575,-0.00103563218211904,-0.00107886069172892,-0.000942366955906711,-0.00105852278791529,-0.000595520783014806,-0.000921036992150922,-0.000992135352132396,-0.0010679753885461,-0.00102879544549055
beecm001,602,1997,0.00774856079443839,0.00774694020250613,0.0115086972942832,0.00973832790566308,0.00511479850734627,0.00639949970452604,0.0076461939516744,0.00750959211323997,0.00572522608204411,0.00655542194430718,0.00598184530552835,0.00759902937896217,0.0077723427178333
belct001,927,1997,0.00705075553700096,0.00716331192360837,0.00483520167292256,0.00451323414931977,0.00830735596422513,0.0101303361175927,0.0107671098735735,0.00329212028202893,0.00637464089639211,0.0058822760446617,0.00499300283597203,0.00736410210784601,0.00699813175826971
belis001,420,1997,-0.0146417230705779,-0.0150292838798489,-0.0107936574936023,-0.0161208121994515,-0.0112459893472338,-0.0125398239156349,-0.0140440259662755,-0.0121832860741546,-0.0142270117583869,-0.0144189458045583,-0.0128864557918881,-0.0150619030984589,-0.0144283537479331
beltr001,224,1997,-0.018416219294824,-0.0184480072615199,-0.0120785580653245,-0.0174382198399587,-0.0134028979927451,-0.0146306408065731,-0.0165133262068104,-0.00824249706949201,-0.018021752508698,-0.0173313391601536,-0.0183636888952907,-0.0190040322011638,-0.0181407564018437
benea001,727,1997,-0.0324311966942458,-0.0324856433089217,-0.025635896918445,-0.0311780722862992,-0.0256234513287171,-0.0272092683622403,-0.0281308938466797,-0.0209802583944585,-0.0327230821263253,-0.0332285475880305,-0.0346531836017165,-0.0333248960042243,-0.0321350330419634
benea002,666,1997,-0.028079071497025,-0.02802549066918,-0.0194582632126412,-0.0273978501467395,-0.0210011759965557,-0.0224344092277946,-0.0231812089119356,-0.0134554635628272,-0.0279609042991224,-0.0284732526414628,-0.0302236607335353,-0.0284190430349058,-0.0278679406250127
benia001,307,1997,-0.0234809839646842,-0.0234067287203977,-0.0216212749608685,-0.0240467189878441,-0.0194239998675597,-0.0204189405296179,-0.0214859720518166,-0.0161752361101479,-0.020800212001071,-0.0207544314330235,-0.0221449468041382,-0.023808433455519,-0.0234528459824517
benjm001,3,1997,-0.00243317765924898,-0.00240560036538959,-0.00196334248135799,-0.00218019621899203,-0.00200750937255687,-0.0021966093317109,-0.00228486349626027,-0.00163411461454254,-0.00235128222393935,-0.00231176082180447,-0.00246367563557493,-0.00248455090565209,-0.00243834920320112
benns001,98,1997,-0.00506968718911879,-0.00505498893126601,-0.00305340888471129,-0.00363026157746367,-0.0033547051799375,-0.00490205374976249,-0.00453039505975267,-0.00194048741023148,-0.00561780419252068,-0.00522280682615092,-0.00439373406052358,-0.00496905210039864,-0.00504569675362081
berej002,123,1997,-0.00812607614091299,-0.00796322933079767,-0.00672887493733853,-0.00803277220387027,-0.00774361391171609,-0.0066079152225055,-0.00682105550593103,-0.00585786718556835,-0.00764383259804506,-0.00834255353359767,-0.00903779197277216,-0.00826625735064016,-0.00824984916893623
bergs001,451,1997,0.0168478264064103,0.0168019461919901,0.0177998064039303,0.0176189820389817,0.0126919161859168,0.0151060592652302,0.00859793061678243,0.0126936304125643,0.0158900179777049,0.0165616445565805,0.0174079705782987,0.0167534054848897,0.0168819412988687
bertm001,23,1997,0.00868897773698744,0.00846214433146365,0.00770149983229619,0.00852105383940131,0.00725821162781261,0.00779853157266106,0.00786930588784623,0.00700369308322976,0.00850270009430213,0.00867219458893857,0.00911323739754724,0.0089193085121888,0.00862298806744966
bevib001,72,1997,-0.00088824881253457,-0.000947036064818664,-0.00116494731396548,-0.000208471038374197,-0.000486642344909654,-0.000117156239112694,0.000100422950137161,0.00142973884562315,0.000779475521051561,0.000784203288643133,-0.000301501857534371,-0.00084366795387728,-0.000887976643286208
bielm001,250,1997,-0.00185268596617616,-0.00189006766458546,-0.000391022565062125,-0.00102774517027408,0.0027545199222583,0.000394980948313427,0.00105932936209417,0.00474571600727304,-0.00202290400869076,-0.00205478590249419,-0.000408557430559128,-0.00202645294634464,-0.00162898989118049
blaiw001,739,1997,-0.010641925799294,-0.0106784550570681,-0.0112101387891189,-0.0116007862180586,-0.00865377985764746,-0.00626421232586102,-0.0144727352404858,-0.0139025428981054,-0.0115497709310298,-0.0112788003217605,-0.0125852509791151,-0.0110333486596699,-0.0107677595733553
blazr001,240,1997,0.00644379528327957,0.00663629065674348,0.00826640305375828,0.00896934719734896,0.00396033085730187,0.00396848846716387,0.00674055174897972,0.00770992297035047,0.00625027760029487,0.00567943244748394,0.00797579419416633,0.00631607678351165,0.00652208184618714
bochd001,280,1997,-0.00548128479520282,-0.00540019572477379,-0.00359965339636983,-0.00489974547138263,-0.00754968625999139,-0.00634115966906625,-0.0108243818058617,-0.00482302031745612,-0.00396211549640992,-0.0039621559741308,-0.00398894545892654,-0.00548908514770053,-0.00541677242276344
boehb001,210,1997,-0.00901623486642019,-0.00869103030123704,-0.00871132592181212,-0.00742928890366076,-0.00723055010426694,-0.00757807514347932,-0.0108998791578061,-0.00584185367874463,-0.00872801671964919,-0.00832328605455852,-0.00783205044825563,-0.00891391205243883,-0.00909154535883946
boggw001,4,1997,-0.00156535689159514,-0.0015787663153697,-0.00141041456124669,-0.00170876688823505,-0.00135988118264005,-0.00142453415085858,-0.00164164868485155,-0.00148997886361104,-0.0015366082752779,-0.0014697723611105,-0.00156411447167107,-0.00159558106029329,-0.00152159552287645
bohab001,412,1997,-0.00688896198944432,-0.00706612861612648,0.000106890495573289,-0.00607717170972889,-0.00480982094836855,-0.00782738323502571,-0.00358785144060146,-0.000870011201073669,-0.00780476915478172,-0.00797444365640082,-0.00825470627145312,-0.00715248396571577,-0.0065757470259446
boner001,450,1997,0.0221912688068397,0.0222930758019618,0.0185111777981343,0.0209386968695928,0.0209377258087168,0.0239463606523247,0.0231511307872919,0.0178361744101611,0.0207998031159953,0.0212424434091395,0.0218815391454994,0.0220268680712751,0.0219904597356511
borlt001,89,1997,0.00987822015908444,0.00986647761932904,0.00861246983802302,0.0108404140615605,0.00869676555746263,0.00878302671800922,0.00977375485603855,0.00897016611775294,0.00902960520325282,0.00993164140268359,0.01079449204666,0.0102383023910962,0.0098451113309673
boroj001,123,1997,0.0067444817548992,0.00655648285613211,0.0055906457175046,0.0065767213423478,0.00832112711589702,0.0074458974125366,0.00796826695451051,0.00908214325163079,0.00727154856934572,0.00720226875929335,0.00779041091942457,0.00680320199837279,0.0067682719633621
bosks001,349,1997,0.0164278524100463,0.0161741824624954,0.0147069414310759,0.0167335340040428,0.0165227769243369,0.0171481809466266,0.0167058757726214,0.0153261633088567,0.0155206266475164,0.0157365662199366,0.0165232377991032,0.016188672985751,0.0162995152363269
bottk001,361,1997,-0.000905740340631165,-0.001156885224352,0.000814525190065058,-0.000225262512942321,-0.000913560614571141,-0.00281529838974711,0.000987921304848843,0.00204469863466728,-0.000812593477139727,-1.63670058761895e-05,0.000872693798550487,-0.00100053583484782,-0.000722004572284255
bottr001,324,1997,-0.00540028460594512,-0.00527659556802351,-0.00324883246143549,-0.00707710582968663,-0.00624522900569384,-0.00525134956983958,-0.0043412366659785,-0.001557021499809,-0.00147596506371098,-0.00121669664426626,-0.00377507339289997,-0.00556026164237473,-0.00526468952642314
bovem001,14,1997,0.000921860857684857,0.000952352721602593,0.000544264261128702,0.0011408775471354,0.000865397288087217,0.000822249936065228,0.00117270320625489,0.000907611454282041,0.00133984754876803,0.00102924569352488,0.00108094870119438,0.000878870109009465,0.000954750220422869
bowes001,92,1997,0.0134632966615715,0.013335332774155,0.0117422004979762,0.0125400242708936,0.0110741023757325,0.011587610157757,0.0125642496741312,0.0089987182718118,0.0129788885607883,0.0132002473973407,0.0131209056951517,0.0138457164605049,0.0132541869227203
branj001,53,1997,-0.00237932812639493,-0.00243061010637033,-0.00134450003292205,-0.00198004670083253,-0.00155358756067152,-0.00184746893740125,-0.00206858007057826,-0.000482244709162329,-0.00181465142599674,-0.0014666223908303,-0.00196435479844725,-0.00241730985488203,-0.00233546115439924
branm002,186,1997,0.0021511885922137,0.00188167852703797,-0.000870773930942293,0.00203010279668571,0.00150050472746309,0.00216662151284201,0.00375488690204637,0.00123328337405478,0.00146972183399215,0.00152319424373338,0.00341316339275749,0.00188316457269885,0.00206984564930627
brewb001,105,1997,-0.00492257169758902,-0.00486313712835803,-0.00353677819753553,-0.00656847637310409,-0.00505647423096359,-0.00476676288685628,-0.00479477878872376,-0.00393645369987093,-0.0047326460919469,-0.00459433378587074,-0.00419982210398876,-0.00518893273888339,-0.00490422852410058
brocc001,144,1997,0.00443357808005383,0.00448887404727766,0.00243689181324555,0.00575626748785515,0.00586810843495507,0.00529948647575528,0.00560674027005704,0.00546448060847428,0.0034895480514756,0.00371366911587173,0.00369888792520526,0.00417023252079043,0.00427102859937002
brocd001,332,1997,-0.00373366823254686,-0.00361081599160951,-0.00317004814313142,-0.00351888265026748,-0.00291502349253523,-0.00373435057511985,-0.00607659841244416,-0.0041236556138123,-0.00278874687574355,-0.00275398127651238,-0.00299984777814062,-0.00342460172501492,-0.00388884868788574
browk001,976,1997,-0.0355354621575253,-0.0355687032323897,-0.0310416093601763,-0.0350187311913621,-0.0316519032960108,-0.0389401886117886,-0.0362338922445783,-0.0355207731885375,-0.035706977738518,-0.0363198079064047,-0.0379030679236803,-0.0365331274166344,-0.0351438108438612
brusj001,194,1997,-0.00678968692831847,-0.00689182978270656,-0.00616133489447569,-0.00794063877540981,-0.0074386979113728,-0.00674828204245565,-0.0116264956192779,-0.00980483261506235,-0.00775637607688596,-0.00727113398706308,-0.00563838200819794,-0.00698918820377583,-0.00683897235578174
bullj001,697,1997,0.00918779363309451,0.00884827866729535,0.0114666181813909,0.0104607916637589,0.0115222272391556,0.00761908466358567,0.0121544779498852,0.0115994402812329,0.00850607933417479,0.00852243855903207,0.00782738597631354,0.0100505164601415,0.00932511827926127
burbd001,706,1997,0.000391224522083058,0.000929186151219953,0.00284628771389084,0.00179054886093856,0.00350068791754702,0.00209485127080059,0.0012258995927059,0.00211561637858529,0.000488367596440169,-0.000519049407534218,-0.00144370469945688,4.15935129013871e-05,0.000655133150850162
burkj001,827,1997,0.00235425701886532,0.00247732147478979,-0.00384329974581431,0.000723156682983316,-0.000115099346936395,0.00297000198826719,0.00227481253228873,-0.00623798877390884,0.00131427028629005,0.00151440627940812,0.000332554170278166,0.0020667205069635,0.00229032546863345
burkj002,288,1997,0.0266890460752793,0.0264121541870151,0.0183733795402304,0.0266425996184425,0.0194061507871984,0.0206461817278846,0.0253077772774989,0.0139762883923891,0.0250266228683284,0.0254874061633382,0.0264150088298371,0.0267975852206785,0.0266045054062356
burrt001,52,1997,0.00376176727896413,0.0039303770325273,0.00381521070387732,0.00412091251405248,0.00261099846079784,0.00321966735300198,0.00186276078020628,0.00306784906378042,0.00354818052187086,0.00363200595773054,0.00430326124951599,0.00375246433462147,0.00378344658446581
busbm001,67,1997,0.00840672747850165,0.00824105110511277,0.00906697057578905,0.00924514845408043,0.00718226526852667,0.00704942704971921,0.00855428887275551,0.00781868326664625,0.00826854347425781,0.00787437717470997,0.00811273045176878,0.00830518807333205,0.00856399859905871
byrdp001,236,1997,-0.00202035546925238,-0.00162847305615326,-0.000113200170157955,-0.00135073963379198,0.00238414808803907,-0.000106423267703554,0.000967752437884974,0.00540127047592084,-0.00107720337158424,-0.00153222437215247,-0.00157484430270786,-0.00232414142982912,-0.00180648579042975
cabrj001,57,1997,-0.0174160977201854,-0.0174187550969944,-0.0142020636475215,-0.0175878147403059,-0.014015679001836,-0.0155949981041154,-0.0160271997292624,-0.0122008850352203,-0.0164800479468092,-0.0164131414230637,-0.017295125471623,-0.0174281562531035,-0.0173144796585426
cadag001,61,1997,-0.00297975015358064,-0.00317291291029634,-0.00300975948746381,-0.00446628120764943,-0.00200958827154664,-0.00237974924363581,-0.00247196646961255,-0.00262160593358451,-0.00204171195343567,-0.00220748171674434,-0.00251674697326197,-0.00318681370217147,-0.00303770112834037
candt001,573,1997,-0.00831556355543801,-0.00806079187961209,0.000955925527419534,-0.00747938129910419,-0.000451553599984921,-0.00561267693379444,-0.00921677986515935,0.00243359458122162,-0.00863179153448835,-0.00895318410917788,-0.00937722789770131,-0.00883037407117023,-0.00815000414516887
cangj001,4,1997,-0.00156535689159514,-0.00153199960644033,-0.00127622499814133,-0.00162884068431301,-0.00127907255777244,-0.00150237042835845,-0.00138957444280174,-0.00120577940795679,-0.00135555723401037,-0.00147602476669452,-0.00156411447167107,-0.00160960937902383,-0.00154706834011847
carld001,72,1997,0.0148184757634238,0.0148424597717607,0.01169718658368,0.0150321609492702,0.0127827793562783,0.0138198654582776,0.0144374508720288,0.0123819424010483,0.0142205605019186,0.0140461091508415,0.0157321817610967,0.0149224872239642,0.0148821556980732
carmr001,22,1997,-0.00446870830807256,-0.00424370672838482,-0.00423346554884812,-0.00384719659102075,-0.00379839636841402,-0.00402626391772246,-0.00466318410719082,-0.00341044452577225,-0.0043994148194329,-0.00436138610424682,-0.00436422063224103,-0.00454193053138795,-0.00449859551069365
carpc002,374,1997,0.0166673035157388,0.0165038196220028,0.0181701612833209,0.0158170664510936,0.016808190817087,0.0179504005063526,0.014881408553323,0.0138677689889379,0.0159175431226559,0.0157559693239874,0.0156393384802347,0.0170489156756081,0.016462270257687
carrg001,49,1997,0.00911435179321114,0.00915349185819252,0.00590305789712927,0.00742149102252387,0.0086438880830103,0.00882948819537023,0.00852648589374108,0.00484620700896632,0.00874613398796646,0.0088803822068962,0.00895483987816909,0.00906029322380099,0.00911107154611417
carrh001,388,1997,-0.00827899743620265,-0.00850052185891517,-0.00582248563027609,-0.00638701050430368,-0.0064291281657257,-0.0057475263495253,-0.00636682221035987,-0.00276459406694129,-0.00816882736965922,-0.00833679105533638,-0.00652448372552214,-0.00854838667833873,-0.00810163999430825
casil001,164,1997,0.00732941863528585,0.00757357758376844,0.00589786465817668,0.00683090665292894,0.0068929425182912,0.00769516020869042,0.00799070048390152,0.00757738130641518,0.00739645177076088,0.00722453189283181,0.00858295740901634,0.00729826873941811,0.00721961715070304
castc002,295,1997,0.00243302135149836,0.0022811176079111,0.00292135758707758,0.00336656454839318,0.0016915556497801,0.00292317759609346,0.000461634391433666,0.00310597371252196,0.00192886017818389,0.00218176027622183,0.00370990719886302,0.0025677277732844,0.00230162860456468
castf001,830,1997,0.0130190071445251,0.013216272690033,0.00509592768108115,0.0144344298102104,0.00891032272678278,0.00729886535204388,0.0143326451436075,0.00283433837136428,0.0127113147764914,0.0119562515514295,0.0111062974790605,0.0129166870135882,0.013256309383213
castt001,283,1997,0.0100851158320769,0.009737334301869,0.0107751751652909,0.0112703197302978,0.00826076576159708,0.0105887400058509,0.00837914709883333,0.0118614447850205,0.0101476169308526,0.0103917874453094,0.0118019174299498,0.0101387282270887,0.00989803079493414
cathm001,155,1997,-0.0203922069207586,-0.0204381729621452,-0.0165785502616027,-0.0209207374953638,-0.015198366156522,-0.017657562383773,-0.0165138393025175,-0.0114612473882881,-0.0190095829689681,-0.019325843458461,-0.0196600524341879,-0.0210181548214643,-0.0201616674718482
charn001,344,1997,0.019786737569953,0.0199606314407921,0.0133610545022894,0.0186660824454689,0.0146323804440838,0.0177701291895995,0.0187919645385958,0.0153459046680134,0.0213843853201938,0.0216953811211194,0.0217830977638373,0.0203631477790005,0.0195432241005554
chava001,41,1997,-0.00600873667802228,-0.00608930497111439,-0.00551359908409156,-0.00566014016107159,-0.00469562923745366,-0.00528670127206221,-0.00531146821245022,-0.00437339932773637,-0.00562162001228241,-0.00588253155856944,-0.00577146117858221,-0.00620192846267259,-0.00611220879355795
checr001,54,1997,-0.00525632669252811,-0.00526195889721041,-0.00399261290423752,-0.00482638433613295,-0.00473680589213898,-0.00464592072590223,-0.00470010366987249,-0.00369099001047096,-0.00563228626250764,-0.00517132863856312,-0.00558630297179151,-0.00534922057909218,-0.00514071810009657
chrij002,153,1997,-0.0023332922083556,-0.00257964655033961,-0.000389701720250235,-0.00423865264868694,-0.00226644982158278,-0.00305291717805004,-0.00503991622533353,-0.00434251684125056,-0.00210618201993775,-0.0021603315922775,-0.00129767529159232,-0.00262774387073822,-0.00225450715769366
clarm002,866,1997,-0.00271180147941431,-0.00279797706796196,0.00167312079038173,-0.00126006160905542,-0.000575701048380481,-0.0049566306405595,0.000493307253912974,0.0013113247512391,-0.00334777215035371,-0.00377511433369858,-0.00472376311887135,-0.00290265016131367,-0.00229234059685865
clart001,256,1997,0.00826885663467,0.00856302720388747,0.00403986206901432,0.00513166427178271,0.00639688155842797,0.0072474968213442,0.00870680019073498,0.00249195340439184,0.00806289918643005,0.00781769251235051,0.00738971322871244,0.00788003240798284,0.00797861524673234
clemc001,66,1997,0.0163935903557828,0.016440216590497,0.0135891594547261,0.0154195345454068,0.0136816382500972,0.0152025184229199,0.0150908017440969,0.0121146034160408,0.0161772136064157,0.0163481010723853,0.0166952308290333,0.0163873898648039,0.0163322918577697
clemr001,1044,1997,-0.0507222831201686,-0.0502884798674674,-0.0453902960306906,-0.0536738775099021,-0.047163137691883,-0.0442300942414108,-0.0499970750918209,-0.0467052920115685,-0.0500579390910114,-0.0509682144550463,-0.0532099393232318,-0.0504126539399592,-0.0509441655303237
clonb001,203,1997,-0.000847855309270216,-0.00115826624954797,-2.52615814137345e-05,-0.000342639870920669,0.00304873206699232,0.00105688089429751,0.00167560825687935,0.00551970959710865,-6.96567298650753e-05,1.91632000638466e-05,0.000436035256240641,-0.00103474325025167,-0.000738923449276965
clouk001,219,1997,-0.00733953753553439,-0.00712592624217254,-0.0123095917367242,-0.00899826291864373,-0.00911444445230784,-0.00770656200671224,-0.00801626173043551,-0.0136116935700744,-0.00772928354369853,-0.0077783877217604,-0.00848541085278633,-0.00768586937551197,-0.00733185177125361
colob001,427,1997,0.0100627978302215,0.010089373994531,0.0055236165085751,0.00800218505224722,0.00812756336436435,0.00841570830844731,0.0104338275811906,0.00342739063700807,0.00856990997101342,0.00919520347853774,0.00875010810074062,0.00995263058209696,0.00992475800757319
coned001,805,1997,-0.0303963030179193,-0.0302968113268862,-0.0302956540277321,-0.0295875050743254,-0.020470426657795,-0.0250646945465089,-0.0338541405732078,-0.026821803393758,-0.0309275054832645,-0.0310705501563933,-0.0326480536831462,-0.0304162513813532,-0.0306591208859258
convj001,23,1997,0.00400005528238379,0.00397319534754244,0.00338329934213704,0.00438955214958853,0.00316876109502281,0.00378466107590653,0.00410433997596521,0.00323334960800997,0.00396702273989831,0.00389651326730468,0.00431365441096478,0.00407488016186124,0.00385895828278434
